Gene,albidoflavus_J1074_R2,Sign
qorB_1,MBMJMBDD_00464,-
group_6650,MBMJMBDD_06013,+
gph_7,MBMJMBDD_05274,+
group_6652,MBMJMBDD_06012,+
group_6653,MBMJMBDD_00276,-
nanR_1,MBMJMBDD_01048,-
nuoL,MBMJMBDD_03737,+
upp_1,MBMJMBDD_02927,-
deoA,MBMJMBDD_04075,+
group_6658,MBMJMBDD_02701,-
nagR_5,MBMJMBDD_05649,+
ogt_1,MBMJMBDD_00470,-
group_6660,MBMJMBDD_05276,-
mshC,MBMJMBDD_05266,+
group_6662,MBMJMBDD_04810,-
crtB_1,MBMJMBDD_00269,-
group_6664,MBMJMBDD_01129,+
group_6665,MBMJMBDD_01656,-
metF,MBMJMBDD_04874,+
bfr,MBMJMBDD_04864,-
treS,MBMJMBDD_01398,+
carB_2,MBMJMBDD_05470,+
group_667,MBMJMBDD_00486,-
purA,MBMJMBDD_03306,+
prtV,MBMJMBDD_01797,-
ecm,MBMJMBDD_00454,+
citT_2,MBMJMBDD_05853,+
uvrA_2,MBMJMBDD_05011,+
gatB,MBMJMBDD_01336,-
groL1,MBMJMBDD_03896,+
group_6677,MBMJMBDD_03795,+
rhaS,MBMJMBDD_04278,-
dksA,MBMJMBDD_04903,+
group_668,MBMJMBDD_00490,-
ldtB_3,MBMJMBDD_04128,+
dinF,MBMJMBDD_03023,+
group_6682,MBMJMBDD_04212,+
gsiC_2,MBMJMBDD_01160,-
rplI,MBMJMBDD_03024,-
moaA,MBMJMBDD_00263,-
glpK_1,MBMJMBDD_05270,-
group_6687,MBMJMBDD_05260,+
tatB,MBMJMBDD_01657,-
nadA,MBMJMBDD_04816,-
group_669,MBMJMBDD_00491,-
yidH,MBMJMBDD_05239,-
fur,MBMJMBDD_03434,+
mcl1,MBMJMBDD_00455,+
group_6693,MBMJMBDD_00534,+
aroA,MBMJMBDD_01592,+
metK,MBMJMBDD_05477,+
group_6696,MBMJMBDD_00730,-
aidB_1,MBMJMBDD_00508,-
group_6709,MBMJMBDD_03049,-
btuD_4,MBMJMBDD_00511,+
pucD_2,MBMJMBDD_01837,-
group_6711,MBMJMBDD_01119,+
tsf,MBMJMBDD_01201,-
group_6713,MBMJMBDD_03557,+
clpC1,MBMJMBDD_03580,+
panB,MBMJMBDD_04722,-
group_6716,MBMJMBDD_01533,-
lfrA_1,MBMJMBDD_00015,-
yheI,MBMJMBDD_00516,-
group_6720,MBMJMBDD_05545,-
rnj,MBMJMBDD_01125,-
nudC_1,MBMJMBDD_01621,-
group_6723,MBMJMBDD_05025,-
pepN_1,MBMJMBDD_04400,-
group_6725,MBMJMBDD_04901,+
nusB,MBMJMBDD_05463,+
glgP,MBMJMBDD_01395,-
gmk,MBMJMBDD_05474,+
thiL,MBMJMBDD_01246,-
fepC_1,MBMJMBDD_00517,-
group_6730,MBMJMBDD_04608,+
gltD,MBMJMBDD_04953,+
pyrB,MBMJMBDD_05466,+
clpX,MBMJMBDD_04425,+
thiC,MBMJMBDD_02989,-
ask,MBMJMBDD_02760,-
group_6736,MBMJMBDD_02784,-
sufU,MBMJMBDD_05041,+
group_6738,MBMJMBDD_02151,+
rppA,MBMJMBDD_05911,-
group_674,MBMJMBDD_00536,-
pucD_1,MBMJMBDD_00656,-
bca_2,MBMJMBDD_01597,-
gylR,MBMJMBDD_05272,-
nhaK,MBMJMBDD_04907,+
msiK,MBMJMBDD_02555,+
group_6745,MBMJMBDD_05461,+
trpA_2,MBMJMBDD_04941,+
group_6747,MBMJMBDD_00922,-
rpmE2_2,MBMJMBDD_05800,-
group_6749,MBMJMBDD_04977,-
kimA,MBMJMBDD_00996,-
arnC,MBMJMBDD_05206,-
group_6752,MBMJMBDD_05643,-
pigE,MBMJMBDD_00262,-
lutA,MBMJMBDD_00836,-
lutP_1,MBMJMBDD_00837,+
group_676,MBMJMBDD_00547,+
srlR_2,MBMJMBDD_00067,+
group_6761,MBMJMBDD_04707,+
group_6762,MBMJMBDD_05981,-
rutE,MBMJMBDD_04238,-
yrdA,MBMJMBDD_05625,+
group_6765,MBMJMBDD_03512,+
hcaB_1,MBMJMBDD_02114,-
group_6767,MBMJMBDD_02777,+
pimB_2,MBMJMBDD_04847,+
group_6769,MBMJMBDD_04402,-
group_677,MBMJMBDD_00558,-
artQ_2,MBMJMBDD_01736,+
apeB,MBMJMBDD_03128,-
asnC_1,MBMJMBDD_00130,+
gsiC_3,MBMJMBDD_05924,+
glgE1,MBMJMBDD_01397,+
gsiD_2,MBMJMBDD_01139,+
pepPI,MBMJMBDD_02961,+
oxyR_1,MBMJMBDD_04216,-
group_6778,MBMJMBDD_00044,-
map,MBMJMBDD_04717,-
group_678,MBMJMBDD_00613,-
glpK_2,MBMJMBDD_05856,-
leuS,MBMJMBDD_04464,+
group_6782,MBMJMBDD_02031,+
thiG,MBMJMBDD_04868,-
group_6784,MBMJMBDD_04974,-
proA_1,MBMJMBDD_03492,-
group_6786,MBMJMBDD_01926,+
sasA_8,MBMJMBDD_04837,-
entS_4,MBMJMBDD_02316,-
group_6789,MBMJMBDD_00682,+
group_679,MBMJMBDD_00620,-
group_6790,MBMJMBDD_02224,-
group_6791,MBMJMBDD_04476,+
group_6792,MBMJMBDD_05074,-
group_6793,MBMJMBDD_03000,+
arcA_2,MBMJMBDD_00818,-
yhhS,MBMJMBDD_02854,+
ddpF_1,MBMJMBDD_01141,+
alc,MBMJMBDD_04399,+
group_6798,MBMJMBDD_04869,-
ssgB_2,MBMJMBDD_01801,+
tagU_4,MBMJMBDD_01936,+
group_680,MBMJMBDD_00626,+
chpH,MBMJMBDD_05254,+
group_6801,MBMJMBDD_04028,-
group_6802,MBMJMBDD_05721,+
asd_2,MBMJMBDD_04401,-
group_6804,MBMJMBDD_05668,+
fbiC,MBMJMBDD_02226,-
atpH,MBMJMBDD_01467,-
dasC_4,MBMJMBDD_01841,-
group_6808,MBMJMBDD_04393,+
miaB,MBMJMBDD_01081,-
group_681,MBMJMBDD_00651,+
group_6810,MBMJMBDD_05315,+
mqnD,MBMJMBDD_02329,+
dcuR,MBMJMBDD_01409,+
mch,MBMJMBDD_00456,+
group_6814,MBMJMBDD_05515,-
nagC_5,MBMJMBDD_05650,-
group_6816,MBMJMBDD_01602,-
group_6817,MBMJMBDD_01255,-
dnaA,MBMJMBDD_03053,+
group_6819,MBMJMBDD_02706,-
group_682,MBMJMBDD_00662,-
group_6820,MBMJMBDD_00930,-
drrA_5,MBMJMBDD_04139,+
btuD_22,MBMJMBDD_04916,+
sseC2,MBMJMBDD_03426,+
group_6824,MBMJMBDD_01416,-
group_6825,MBMJMBDD_00933,-
yajO_1,MBMJMBDD_02313,+
rodA_2,MBMJMBDD_03087,-
trmD,MBMJMBDD_01216,-
rpiB,MBMJMBDD_04413,+
group_683,MBMJMBDD_00671,+
group_6830,MBMJMBDD_02859,-
bca_1,MBMJMBDD_00640,+
ligA,MBMJMBDD_01341,-
serC,MBMJMBDD_02294,+
group_6834,MBMJMBDD_02116,-
bglA_1,MBMJMBDD_00228,+
group_6836,MBMJMBDD_05225,+
murE,MBMJMBDD_04889,+
kynA_1,MBMJMBDD_03296,+
group_6839,MBMJMBDD_05727,+
group_684,MBMJMBDD_00675,-
group_6843,MBMJMBDD_05730,+
group_6844,MBMJMBDD_02993,-
mdtD_1,MBMJMBDD_00212,+
hemA,MBMJMBDD_03628,+
xylB_1,MBMJMBDD_00194,+
ltaE,MBMJMBDD_00089,-
group_6849,MBMJMBDD_05278,+
group_685,MBMJMBDD_00685,+
add,MBMJMBDD_04087,+
prr_1,MBMJMBDD_01180,-
lutP_2,MBMJMBDD_01920,-
group_6857,MBMJMBDD_01541,-
thlA_1,MBMJMBDD_00215,-
group_6859,MBMJMBDD_05128,-
group_686,MBMJMBDD_00687,-
gmd,MBMJMBDD_05957,+
group_6861,MBMJMBDD_05771,-
murD,MBMJMBDD_04892,+
group_6863,MBMJMBDD_00637,-
yhdG_1,MBMJMBDD_00770,-
group_6865,MBMJMBDD_04996,+
group_6866,MBMJMBDD_04073,+
group_6867,MBMJMBDD_02276,-
clpP2_1,MBMJMBDD_00230,-
cynR_2,MBMJMBDD_03898,+
group_687,MBMJMBDD_00688,+
menH_1,MBMJMBDD_01635,-
proP_2,MBMJMBDD_01778,+
msrB,MBMJMBDD_00742,-
group_6873,MBMJMBDD_03068,-
yceI_1,MBMJMBDD_02939,+
group_6875,MBMJMBDD_04994,+
group_6876,MBMJMBDD_00745,-
mqnC,MBMJMBDD_03720,+
group_6878,MBMJMBDD_03214,-
group_6879,MBMJMBDD_01342,-
group_688,MBMJMBDD_00698,+
mlc_2,MBMJMBDD_05708,-
group_6881,MBMJMBDD_03326,+
group_6882,MBMJMBDD_00346,+
fumC,MBMJMBDD_04229,-
group_6884,MBMJMBDD_04763,-
mutB,MBMJMBDD_04764,-
group_6886,MBMJMBDD_00381,-
gsiD_3,MBMJMBDD_01159,-
moaA2_2,MBMJMBDD_05099,+
pafB,MBMJMBDD_05292,+
group_689,MBMJMBDD_00700,+
group_6890,MBMJMBDD_05569,-
pheS,MBMJMBDD_05337,+
group_6892,MBMJMBDD_01130,-
ssgB_1,MBMJMBDD_00311,+
nagZ_2,MBMJMBDD_01574,-
group_6895,MBMJMBDD_04041,+
ribH,MBMJMBDD_05511,+
uvrD1,MBMJMBDD_03949,+
argB,MBMJMBDD_05369,+
group_6899,MBMJMBDD_01149,-
group_690,MBMJMBDD_00701,-
group_6900,MBMJMBDD_01638,+
group_6901,MBMJMBDD_04217,+
group_6902,MBMJMBDD_01849,-
rplO,MBMJMBDD_03844,+
group_6904,MBMJMBDD_04632,+
argR,MBMJMBDD_05371,+
katA_1,MBMJMBDD_01949,-
group_6907,MBMJMBDD_03204,-
tmpC,MBMJMBDD_04070,+
gshA_2,MBMJMBDD_05571,+
fpg1,MBMJMBDD_01235,-
group_6911,MBMJMBDD_00307,-
clpB,MBMJMBDD_03275,+
group_6913,MBMJMBDD_00871,+
nuoG,MBMJMBDD_03732,+
group_6915,MBMJMBDD_05184,+
group_6916,MBMJMBDD_05219,+
group_6917,MBMJMBDD_05116,+
mmgC_3,MBMJMBDD_04307,-
pccB,MBMJMBDD_01280,-
group_692,MBMJMBDD_00707,+
group_6920,MBMJMBDD_01025,-
group_6921,MBMJMBDD_03518,-
cytR_2,MBMJMBDD_00372,-
group_6923,MBMJMBDD_04786,-
macB,MBMJMBDD_02473,-
iscS_2,MBMJMBDD_04822,-
mec,MBMJMBDD_01789,-
frcC,MBMJMBDD_00553,-
group_6928,MBMJMBDD_05974,+
group_6929,MBMJMBDD_05553,-
cysNC,MBMJMBDD_00715,+
group_6930,MBMJMBDD_02208,-
group_6931,MBMJMBDD_04573,+
group_6932,MBMJMBDD_02327,+
frdB,MBMJMBDD_05768,+
dprE2,MBMJMBDD_04013,-
group_6935,MBMJMBDD_05325,-
group_6936,MBMJMBDD_05167,-
sir,MBMJMBDD_00710,+
gloB_1,MBMJMBDD_02730,-
xylH,MBMJMBDD_03414,+
group_694,MBMJMBDD_00716,+
agaA,MBMJMBDD_02411,+
rho,MBMJMBDD_01479,-
group_6942,MBMJMBDD_00543,+
sasA_5,MBMJMBDD_01966,-
group_6944,MBMJMBDD_04086,-
dnaG,MBMJMBDD_04576,-
group_6946,MBMJMBDD_02883,+
gabD2,MBMJMBDD_03913,+
group_6948,MBMJMBDD_00562,-
lutR,MBMJMBDD_02648,-
group_695,MBMJMBDD_00724,+
gdh_1,MBMJMBDD_01883,-
cytR_3,MBMJMBDD_04742,-
dctA_2,MBMJMBDD_03669,+
group_6953,MBMJMBDD_03186,-
group_6954,MBMJMBDD_03482,-
group_6955,MBMJMBDD_05148,-
group_6956,MBMJMBDD_02331,+
group_6957,MBMJMBDD_01547,+
group_6958,MBMJMBDD_05919,+
group_6959,MBMJMBDD_02974,-
treY,MBMJMBDD_00732,+
group_6960,MBMJMBDD_03599,+
aldA,MBMJMBDD_04104,-
nadE,MBMJMBDD_04725,-
group_6963,MBMJMBDD_06019,+
qcrC,MBMJMBDD_04829,+
rtcB,MBMJMBDD_03642,+
group_6966,MBMJMBDD_04572,+
ybaK,MBMJMBDD_04919,-
group_6968,MBMJMBDD_00170,+
argD,MBMJMBDD_05370,+
nagF,MBMJMBDD_01783,-
group_6971,MBMJMBDD_04936,+
group_6972,MBMJMBDD_00813,-
egtD,MBMJMBDD_05773,-
group_6974,MBMJMBDD_05290,+
rhlE_2,MBMJMBDD_01103,+
gapN,MBMJMBDD_01168,-
scpB,MBMJMBDD_05156,+
group_6978,MBMJMBDD_04433,+
glmU,MBMJMBDD_02064,+
group_698,MBMJMBDD_00733,+
glbO,MBMJMBDD_04372,-
menG,MBMJMBDD_03722,+
group_6982,MBMJMBDD_02937,+
cbiET,MBMJMBDD_05395,+
pgdA,MBMJMBDD_00905,+
rodZ,MBMJMBDD_01115,-
group_6986,MBMJMBDD_01962,-
group_6987,MBMJMBDD_03325,-
rbsC_3,MBMJMBDD_00901,-
ndhI_1,MBMJMBDD_03734,+
group_699,MBMJMBDD_00734,-
lcfB_3,MBMJMBDD_05992,+
group_6991,MBMJMBDD_00416,-
group_6992,MBMJMBDD_01343,-
cca,MBMJMBDD_03037,-
ulaR,MBMJMBDD_04112,+
group_6995,MBMJMBDD_02618,-
actP,MBMJMBDD_05751,+
metY,MBMJMBDD_00869,-
soxR,MBMJMBDD_05223,+
group_6999,MBMJMBDD_00725,-
group_7,MBMJMBDD_02441,+
group_700,MBMJMBDD_00738,-
group_7000,MBMJMBDD_00750,+
group_7001,MBMJMBDD_05228,-
group_7002,MBMJMBDD_00235,+
icmF,MBMJMBDD_03954,+
group_7004,MBMJMBDD_02456,-
group_7005,MBMJMBDD_01070,+
group_7006,MBMJMBDD_04634,+
group_7007,MBMJMBDD_04706,-
group_7008,MBMJMBDD_00091,-
group_7009,MBMJMBDD_04343,+
group_701,MBMJMBDD_00744,-
group_7010,MBMJMBDD_01147,-
tatA_3,MBMJMBDD_05296,+
hisH,MBMJMBDD_04927,+
group_7013,MBMJMBDD_00095,-
group_7014,MBMJMBDD_00317,+
tatA_2,MBMJMBDD_03649,-
btsS,MBMJMBDD_05752,+
nagR_1,MBMJMBDD_00555,-
cseB_2,MBMJMBDD_03584,-
group_7019,MBMJMBDD_04820,-
group_702,MBMJMBDD_00747,-
tlyA,MBMJMBDD_05140,+
ndkA,MBMJMBDD_04430,+
aviRb_1,MBMJMBDD_04354,-
rnd,MBMJMBDD_00764,+
xylF,MBMJMBDD_00774,-
group_7025,MBMJMBDD_05573,+
iaaM,MBMJMBDD_05498,+
thrS,MBMJMBDD_05424,+
valS,MBMJMBDD_04427,+
rutG,MBMJMBDD_05502,-
argS,MBMJMBDD_03636,-
yqjG,MBMJMBDD_05690,+
fdhA_1,MBMJMBDD_00917,+
nagC_3,MBMJMBDD_04546,+
dppC,MBMJMBDD_05925,+
ssuD,MBMJMBDD_00166,+
yhfK,MBMJMBDD_03789,-
dasR,MBMJMBDD_01578,+
carB_1,MBMJMBDD_04116,-
arfB,MBMJMBDD_02419,-
yigZ,MBMJMBDD_05629,+
group_7041,MBMJMBDD_03730,+
pknD_1,MBMJMBDD_01868,-
tam_4,MBMJMBDD_01546,-
btuC_2,MBMJMBDD_02615,-
group_7045,MBMJMBDD_00345,+
zapE,MBMJMBDD_00746,+
group_7047,MBMJMBDD_04921,-
lyc,MBMJMBDD_01381,+
group_7049,MBMJMBDD_01610,-
group_705,MBMJMBDD_00749,+
group_7050,MBMJMBDD_00855,-
rcsC_1,MBMJMBDD_01118,-
alpha-LP,MBMJMBDD_05714,-
ptsH,MBMJMBDD_00030,+
udk,MBMJMBDD_04101,-
group_7055,MBMJMBDD_01767,-
hdpA,MBMJMBDD_01752,+
cysO_2,MBMJMBDD_02399,-
copR_1,MBMJMBDD_01437,-
yceD_4,MBMJMBDD_04630,+
tap_2,MBMJMBDD_00756,+
ftsY,MBMJMBDD_01229,-
luxA,MBMJMBDD_01450,+
moaC2,MBMJMBDD_02133,-
group_7063,MBMJMBDD_01106,+
group_7064,MBMJMBDD_00054,-
group_7065,MBMJMBDD_01786,-
devR_1,MBMJMBDD_00845,+
group_7067,MBMJMBDD_02137,-
ftsW,MBMJMBDD_04893,+
acdA_1,MBMJMBDD_00220,+
group_707,MBMJMBDD_00759,+
dapE_2,MBMJMBDD_01622,-
group_7071,MBMJMBDD_00351,-
folD_1,MBMJMBDD_03968,+
group_7073,MBMJMBDD_04072,+
leuA,MBMJMBDD_04509,+
chpE,MBMJMBDD_05122,+
group_7076,MBMJMBDD_00934,-
coaBC_3,MBMJMBDD_05476,+
acsA_1,MBMJMBDD_00644,-
group_7079,MBMJMBDD_03709,+
group_708,MBMJMBDD_00762,+
yhgF,MBMJMBDD_00285,+
decR_2,MBMJMBDD_03101,-
group_7082,MBMJMBDD_04852,+
group_7083,MBMJMBDD_04718,+
ppm1,MBMJMBDD_05523,+
vdh,MBMJMBDD_02888,+
ccpA_2,MBMJMBDD_00082,+
group_709,MBMJMBDD_00768,-
group_7090,MBMJMBDD_05402,+
group_7091,MBMJMBDD_04446,-
scoF_1,MBMJMBDD_02501,-
ureG_2,MBMJMBDD_05676,+
xseA,MBMJMBDD_04240,-
group_7095,MBMJMBDD_00252,-
rsmH,MBMJMBDD_04886,+
group_7097,MBMJMBDD_05249,+
group_7098,MBMJMBDD_03286,+
group_7099,MBMJMBDD_00445,-
group_710,MBMJMBDD_00782,+
ectA_2,MBMJMBDD_05061,-
group_7101,MBMJMBDD_01471,-
group_7102,MBMJMBDD_02951,-
desR_2,MBMJMBDD_03561,+
bbsG,MBMJMBDD_05235,-
polA,MBMJMBDD_04978,+
dctA2,MBMJMBDD_01407,-
group_7107,MBMJMBDD_04196,+
group_7108,MBMJMBDD_01337,-
group_7109,MBMJMBDD_01074,-
group_7110,MBMJMBDD_04461,+
group_7111,MBMJMBDD_00442,-
group_7112,MBMJMBDD_00273,-
group_7113,MBMJMBDD_00483,+
group_7114,MBMJMBDD_04319,-
glnM_2,MBMJMBDD_01087,+
sigF_1,MBMJMBDD_01491,-
group_7117,MBMJMBDD_04089,-
narG,MBMJMBDD_00410,+
group_7119,MBMJMBDD_05438,+
group_712,MBMJMBDD_00803,-
ppaT,MBMJMBDD_05062,-
pgm,MBMJMBDD_05686,-
group_7122,MBMJMBDD_01419,+
apeX,MBMJMBDD_00689,+
uvrA_1,MBMJMBDD_02913,-
group_7125,MBMJMBDD_01076,-
group_7126,MBMJMBDD_00532,+
group_7127,MBMJMBDD_03063,-
group_7128,MBMJMBDD_05726,-
group_7129,MBMJMBDD_00529,+
pncB1,MBMJMBDD_01794,+
ssb2,MBMJMBDD_03026,-
group_7132,MBMJMBDD_05448,+
hutU,MBMJMBDD_02622,+
group_7134,MBMJMBDD_05037,+
sad,MBMJMBDD_01489,-
group_7136,MBMJMBDD_02762,-
group_7137,MBMJMBDD_02585,-
bmr3_3,MBMJMBDD_04733,+
lipM,MBMJMBDD_00480,-
glcC,MBMJMBDD_00838,-
group_7140,MBMJMBDD_02766,-
group_7141,MBMJMBDD_04911,-
group_7142,MBMJMBDD_05520,-
pyrC,MBMJMBDD_05467,+
fabH_2,MBMJMBDD_04611,-
nanK_1,MBMJMBDD_00071,-
group_7146,MBMJMBDD_05983,-
mscL,MBMJMBDD_02143,+
group_7148,MBMJMBDD_01671,-
purN,MBMJMBDD_03965,+
group_715,MBMJMBDD_00844,+
group_7150,MBMJMBDD_00826,-
gcl,MBMJMBDD_00641,-
group_7152,MBMJMBDD_01247,+
group_7153,MBMJMBDD_00402,+
group_7154,MBMJMBDD_01005,-
group_7155,MBMJMBDD_00065,+
kdpD_2,MBMJMBDD_01002,-
bpoC,MBMJMBDD_03555,-
metH,MBMJMBDD_05273,+
group_7159,MBMJMBDD_05648,-
group_716,MBMJMBDD_00856,+
group_7160,MBMJMBDD_01679,+
lipB,MBMJMBDD_04788,-
wecA,MBMJMBDD_01472,-
group_7166,MBMJMBDD_04647,-
lrpC_2,MBMJMBDD_05639,-
group_7168,MBMJMBDD_03717,+
group_7169,MBMJMBDD_03711,+
menI,MBMJMBDD_00877,-
rdlB_1,MBMJMBDD_02172,-
group_7171,MBMJMBDD_01030,-
group_7172,MBMJMBDD_01792,-
group_7173,MBMJMBDD_04723,+
aroK,MBMJMBDD_05458,+
pxpA,MBMJMBDD_05863,+
group_7176,MBMJMBDD_05404,+
group_7177,MBMJMBDD_04439,+
suhB,MBMJMBDD_01015,-
efp,MBMJMBDD_05462,+
group_718,MBMJMBDD_00881,-
nfdA_2,MBMJMBDD_05522,+
rpmG2_3,MBMJMBDD_05801,-
trpE,MBMJMBDD_04935,+
group_7183,MBMJMBDD_04448,+
group_7184,MBMJMBDD_02774,+
group_7185,MBMJMBDD_03623,-
egtB_3,MBMJMBDD_05775,-
group_7187,MBMJMBDD_03004,-
carA,MBMJMBDD_05469,+
acdA_3,MBMJMBDD_05519,+
metE,MBMJMBDD_00885,-
mrdB,MBMJMBDD_04435,+
group_7191,MBMJMBDD_06003,+
group_7192,MBMJMBDD_04843,+
araG_1,MBMJMBDD_00392,-
proA_2,MBMJMBDD_04449,+
group_7195,MBMJMBDD_04226,-
livF_2,MBMJMBDD_04970,-
group_7197,MBMJMBDD_02559,+
group_7198,MBMJMBDD_04670,+
nmoA,MBMJMBDD_04483,+
group_720,MBMJMBDD_00892,-
group_7200,MBMJMBDD_01208,-
pknD_6,MBMJMBDD_03112,-
lvr_1,MBMJMBDD_01004,-
group_7203,MBMJMBDD_05246,+
group_7204,MBMJMBDD_05086,+
group_7205,MBMJMBDD_00249,-
group_7206,MBMJMBDD_03118,-
group_7207,MBMJMBDD_04331,-
group_7208,MBMJMBDD_01992,+
limB,MBMJMBDD_01728,-
pucD_3,MBMJMBDD_05847,-
group_7211,MBMJMBDD_03573,+
group_7212,MBMJMBDD_00246,-
nadB,MBMJMBDD_03572,+
group_7214,MBMJMBDD_01648,-
group_7215,MBMJMBDD_00259,+
fbiA,MBMJMBDD_01927,+
group_7217,MBMJMBDD_03090,-
group_7218,MBMJMBDD_05669,-
ytrE_1,MBMJMBDD_01003,-
rcdA_1,MBMJMBDD_00895,-
group_7220,MBMJMBDD_01324,-
ghrA_1,MBMJMBDD_01731,+
recG,MBMJMBDD_01242,-
group_7223,MBMJMBDD_03500,+
group_7224,MBMJMBDD_03028,+
glpQ1,MBMJMBDD_02956,+
purM,MBMJMBDD_02890,-
group_7227,MBMJMBDD_03121,-
iucC_2,MBMJMBDD_04284,-
group_7229,MBMJMBDD_04473,+
group_723,MBMJMBDD_00897,-
group_7230,MBMJMBDD_04345,-
group_7231,MBMJMBDD_05851,-
group_7235,MBMJMBDD_00083,-
group_7236,MBMJMBDD_04118,-
group_7237,MBMJMBDD_05443,-
group_7238,MBMJMBDD_04607,-
group_7239,MBMJMBDD_05444,-
nagC_2,MBMJMBDD_00903,+
radA_2,MBMJMBDD_03591,-
ygiC,MBMJMBDD_03996,+
group_7242,MBMJMBDD_05063,+
group_7243,MBMJMBDD_03314,+
group_7244,MBMJMBDD_04213,+
cseC,MBMJMBDD_03583,-
group_7246,MBMJMBDD_05565,+
group_7247,MBMJMBDD_01993,-
group_7248,MBMJMBDD_01195,-
priA_2,MBMJMBDD_05482,+
livF_3,MBMJMBDD_05978,-
group_7251,MBMJMBDD_01608,+
yidC_2,MBMJMBDD_03050,-
ndhS,MBMJMBDD_00657,-
treZ,MBMJMBDD_00735,+
group_7255,MBMJMBDD_05010,-
group_7256,MBMJMBDD_05007,+
rsbV_1,MBMJMBDD_01970,-
pyrD,MBMJMBDD_05471,+
mmr,MBMJMBDD_02577,+
group_7260,MBMJMBDD_00321,+
cdhR_4,MBMJMBDD_03865,+
group_7262,MBMJMBDD_05388,-
shc,MBMJMBDD_00265,-
group_7264,MBMJMBDD_00484,-
ftsQ,MBMJMBDD_04895,+
dhpH_2,MBMJMBDD_05977,+
gabP_2,MBMJMBDD_04410,-
ddl_1,MBMJMBDD_01249,-
group_7269,MBMJMBDD_02715,-
group_7270,MBMJMBDD_02291,+
group_7271,MBMJMBDD_01449,-
dinG_1,MBMJMBDD_00729,-
group_7273,MBMJMBDD_01057,-
hflX,MBMJMBDD_01072,-
lysS,MBMJMBDD_03637,+
glpQ_3,MBMJMBDD_05384,+
group_7277,MBMJMBDD_04926,+
galK,MBMJMBDD_02080,-
tatC,MBMJMBDD_05297,+
nth,MBMJMBDD_02728,-
group_7281,MBMJMBDD_03196,+
group_7282,MBMJMBDD_02396,+
group_7283,MBMJMBDD_05427,-
group_7284,MBMJMBDD_01558,-
pth,MBMJMBDD_02071,+
RBKS,MBMJMBDD_04498,+
nsrR,MBMJMBDD_01559,+
yliI,MBMJMBDD_00156,+
group_7289,MBMJMBDD_00561,+
group_729,MBMJMBDD_00941,+
pimA,MBMJMBDD_05430,+
cydB,MBMJMBDD_02983,-
group_7292,MBMJMBDD_04001,+
group_7293,MBMJMBDD_02968,+
group_7294,MBMJMBDD_01099,-
group_7295,MBMJMBDD_03041,+
pgl_2,MBMJMBDD_05024,-
pgi,MBMJMBDD_05023,+
group_7298,MBMJMBDD_03530,-
group_7299,MBMJMBDD_04429,+
group_730,MBMJMBDD_00956,-
ynbC,MBMJMBDD_01494,+
group_7301,MBMJMBDD_05706,+
smtB_2,MBMJMBDD_04945,-
group_7303,MBMJMBDD_00804,-
cugP_1,MBMJMBDD_01930,-
group_7305,MBMJMBDD_00494,+
group_7306,MBMJMBDD_01757,-
dasC_1,MBMJMBDD_00973,+
ydjE_1,MBMJMBDD_00365,+
group_7309,MBMJMBDD_01583,-
gap2_1,MBMJMBDD_00960,+
oppD_4,MBMJMBDD_01696,-
decR_1,MBMJMBDD_00840,+
rep_2,MBMJMBDD_01624,-
srlR_1,MBMJMBDD_00026,+
abgT,MBMJMBDD_05101,-
hdfR_3,MBMJMBDD_01858,-
adk,MBMJMBDD_03846,+
group_7317,MBMJMBDD_05312,-
group_7318,MBMJMBDD_01802,-
nuoC,MBMJMBDD_03728,+
group_7320,MBMJMBDD_00850,+
deaD_2,MBMJMBDD_02500,-
group_7322,MBMJMBDD_03723,-
btuD_19,MBMJMBDD_04341,+
iscS_1,MBMJMBDD_01349,-
group_7325,MBMJMBDD_05347,+
sigG,MBMJMBDD_04080,-
bauC_2,MBMJMBDD_04339,+
group_7328,MBMJMBDD_05700,-
group_7329,MBMJMBDD_04156,-
group_7330,MBMJMBDD_04827,-
qcrA,MBMJMBDD_04830,+
gcvP,MBMJMBDD_05568,+
cmpB,MBMJMBDD_00719,+
acsA_4,MBMJMBDD_05550,+
yidD,MBMJMBDD_03051,-
drdI,MBMJMBDD_01900,-
group_7337,MBMJMBDD_05303,+
araD,MBMJMBDD_03408,-
nagB_1,MBMJMBDD_01573,+
rlmCD,MBMJMBDD_00995,-
kstR2_1,MBMJMBDD_05221,+
rph,MBMJMBDD_01782,-
group_7342,MBMJMBDD_00315,-
ppx1,MBMJMBDD_03597,+
tpiA,MBMJMBDD_05020,+
ruvA,MBMJMBDD_05436,+
group_7346,MBMJMBDD_05559,+
group_7347,MBMJMBDD_02075,+
group_7348,MBMJMBDD_03449,+
group_7349,MBMJMBDD_03794,+
gntR_1,MBMJMBDD_01028,-
rpmG2_2,MBMJMBDD_03793,+
group_7351,MBMJMBDD_00717,+
yjcG,MBMJMBDD_04007,+
group_7353,MBMJMBDD_01031,-
murJ,MBMJMBDD_03039,+
dxr,MBMJMBDD_01166,-
group_7356,MBMJMBDD_03188,-
dhaK,MBMJMBDD_04777,+
gdh_2,MBMJMBDD_03353,+
group_7359,MBMJMBDD_05761,-
group_736,MBMJMBDD_01029,-
group_7360,MBMJMBDD_04108,-
group_7361,MBMJMBDD_01911,-
