Gene,albidoflavus_SM254,Sign
group_6650,NDLJOBPC_06260,+
gph_7,NDLJOBPC_05413,+
group_6652,NDLJOBPC_06259,+
group_6653,NDLJOBPC_00534,-
nanR_1,NDLJOBPC_01281,-
nuoL,NDLJOBPC_03815,+
upp_1,NDLJOBPC_03071,-
deoA,NDLJOBPC_04174,+
group_6658,NDLJOBPC_02887,-
nagR_5,NDLJOBPC_05787,+
ogt_1,NDLJOBPC_00736,-
group_6660,NDLJOBPC_05415,-
mshC,NDLJOBPC_05405,+
group_6662,NDLJOBPC_04947,-
crtB_1,NDLJOBPC_00527,-
group_6664,NDLJOBPC_01362,+
group_6665,NDLJOBPC_01899,-
metF,NDLJOBPC_05011,+
bfr,NDLJOBPC_05001,-
treS,NDLJOBPC_01641,+
carB_2,NDLJOBPC_05609,+
group_667,NDLJOBPC_00752,-
purA,NDLJOBPC_03388,+
prtV,NDLJOBPC_02039,-
ecm,NDLJOBPC_00720,+
citT_2,NDLJOBPC_06096,+
uvrA_2,NDLJOBPC_05148,+
gatB,NDLJOBPC_01579,-
groL1,NDLJOBPC_03982,+
group_6677,NDLJOBPC_03880,+
rhaS,NDLJOBPC_04383,-
dksA,NDLJOBPC_05040,+
group_668,NDLJOBPC_00756,-
ldtB_3,NDLJOBPC_04226,+
dinF,NDLJOBPC_03153,+
group_6682,NDLJOBPC_04315,+
gsiC_2,NDLJOBPC_01394,-
rplI,NDLJOBPC_03154,-
moaA,NDLJOBPC_00521,-
glpK_1,NDLJOBPC_05409,-
group_6687,NDLJOBPC_05399,+
tatB,NDLJOBPC_01900,-
nadA,NDLJOBPC_04953,-
group_669,NDLJOBPC_00757,-
yidH,NDLJOBPC_05378,-
fur,NDLJOBPC_03519,+
mcl1,NDLJOBPC_00721,+
group_6693,NDLJOBPC_00800,+
aroA,NDLJOBPC_01835,+
metK,NDLJOBPC_05616,+
group_6696,NDLJOBPC_00956,-
aidB_1,NDLJOBPC_00774,-
group_6709,NDLJOBPC_03179,-
btuD_4,NDLJOBPC_00777,+
pucD_2,NDLJOBPC_02074,-
group_6711,NDLJOBPC_01352,+
tsf,NDLJOBPC_01435,-
group_6713,NDLJOBPC_03631,+
clpC1,NDLJOBPC_03654,+
panB,NDLJOBPC_04858,-
group_6716,NDLJOBPC_01776,-
lfrA_1,NDLJOBPC_06276,+
yheI,NDLJOBPC_00782,-
group_6720,NDLJOBPC_05683,-
rnj,NDLJOBPC_01358,-
nudC_1,NDLJOBPC_01864,-
group_6723,NDLJOBPC_05162,-
pepN_1,NDLJOBPC_04511,-
group_6725,NDLJOBPC_05037,+
nusB,NDLJOBPC_05602,+
glgP,NDLJOBPC_01638,-
gmk,NDLJOBPC_05613,+
thiL,NDLJOBPC_01489,-
fepC_1,NDLJOBPC_00783,-
group_6730,NDLJOBPC_04720,+
gltD,NDLJOBPC_05092,+
pyrB,NDLJOBPC_05605,+
clpX,NDLJOBPC_04536,+
thiC,NDLJOBPC_03135,-
ask,NDLJOBPC_02952,-
group_6736,NDLJOBPC_02975,-
sufU,NDLJOBPC_05178,+
group_6738,NDLJOBPC_02393,+
rppA,NDLJOBPC_06158,-
group_674,NDLJOBPC_00802,-
pucD_1,NDLJOBPC_00882,-
bca_2,NDLJOBPC_01840,-
gylR,NDLJOBPC_05411,-
nhaK,NDLJOBPC_05044,+
msiK,NDLJOBPC_02759,+
group_6745,NDLJOBPC_05600,+
trpA_2,NDLJOBPC_05080,+
group_6747,NDLJOBPC_01144,-
rpmE2_2,NDLJOBPC_06031,-
group_6749,NDLJOBPC_05115,-
kimA,NDLJOBPC_01230,-
arnC,NDLJOBPC_05345,-
group_6752,NDLJOBPC_05781,-
pigE,NDLJOBPC_00520,-
lutA,NDLJOBPC_01058,-
lutP_1,NDLJOBPC_01059,+
group_676,NDLJOBPC_00813,+
srlR_2,NDLJOBPC_00326,+
group_6761,NDLJOBPC_04843,+
group_6762,NDLJOBPC_06227,-
rutE,NDLJOBPC_04342,-
yrdA,NDLJOBPC_05764,+
group_6765,NDLJOBPC_03586,+
hcaB_1,NDLJOBPC_02355,-
group_6767,NDLJOBPC_02969,+
pimB_2,NDLJOBPC_04984,+
group_6769,NDLJOBPC_04513,-
group_677,NDLJOBPC_00824,-
artQ_2,NDLJOBPC_01980,+
apeB,NDLJOBPC_03260,-
asnC_1,NDLJOBPC_00389,+
gsiC_3,NDLJOBPC_06171,+
glgE1,NDLJOBPC_01640,+
gsiD_2,NDLJOBPC_01373,+
pepPI,NDLJOBPC_03107,+
oxyR_1,NDLJOBPC_04319,-
group_6778,NDLJOBPC_00303,-
map,NDLJOBPC_04853,-
group_678,NDLJOBPC_00837,-
glpK_2,NDLJOBPC_06099,-
leuS,NDLJOBPC_04577,+
group_6782,NDLJOBPC_02274,+
thiG,NDLJOBPC_05005,-
group_6784,NDLJOBPC_05112,-
proA_1,NDLJOBPC_03566,-
group_6786,NDLJOBPC_02169,+
sasA_8,NDLJOBPC_04974,-
entS_4,NDLJOBPC_02548,-
group_6789,NDLJOBPC_00909,+
group_679,NDLJOBPC_00844,-
group_6790,NDLJOBPC_02455,-
group_6791,NDLJOBPC_04588,+
group_6792,NDLJOBPC_05211,-
group_6793,NDLJOBPC_03146,+
arcA_2,NDLJOBPC_01040,-
yhhS,NDLJOBPC_02997,+
ddpF_1,NDLJOBPC_01375,+
alc,NDLJOBPC_04510,+
group_6798,NDLJOBPC_05006,-
ssgB_2,NDLJOBPC_02043,+
tagU_4,NDLJOBPC_02179,+
group_680,NDLJOBPC_00850,+
chpH,NDLJOBPC_05393,+
group_6801,NDLJOBPC_04128,-
group_6802,NDLJOBPC_05953,+
asd_2,NDLJOBPC_04512,-
group_6804,NDLJOBPC_05806,+
fbiC,NDLJOBPC_02457,-
atpH,NDLJOBPC_01710,-
dasC_4,NDLJOBPC_02078,-
group_6808,NDLJOBPC_04502,+
miaB,NDLJOBPC_01314,-
group_681,NDLJOBPC_00877,+
group_6810,NDLJOBPC_05454,+
mqnD,NDLJOBPC_02561,+
dcuR,NDLJOBPC_01652,+
mch,NDLJOBPC_00722,+
group_6814,NDLJOBPC_05653,-
nagC_5,NDLJOBPC_05788,-
group_6816,NDLJOBPC_01845,-
group_6817,NDLJOBPC_01498,-
dnaA,NDLJOBPC_03183,+
group_6819,NDLJOBPC_02892,-
group_682,NDLJOBPC_00888,-
group_6820,NDLJOBPC_01152,-
drrA_5,NDLJOBPC_04237,+
btuD_22,NDLJOBPC_05055,+
sseC2,NDLJOBPC_03511,+
group_6824,NDLJOBPC_01659,-
group_6825,NDLJOBPC_01155,-
yajO_1,NDLJOBPC_02545,+
rodA_2,NDLJOBPC_03217,-
trmD,NDLJOBPC_01450,-
rpiB,NDLJOBPC_04524,+
group_683,NDLJOBPC_00897,+
group_6830,NDLJOBPC_03002,-
bca_1,NDLJOBPC_00866,+
ligA,NDLJOBPC_01584,-
serC,NDLJOBPC_02526,+
group_6834,NDLJOBPC_02357,-
bglA_1,NDLJOBPC_00487,+
group_6836,NDLJOBPC_05364,+
murE,NDLJOBPC_05025,+
kynA_1,NDLJOBPC_03378,+
group_6839,NDLJOBPC_05959,+
group_684,NDLJOBPC_00901,-
group_6843,NDLJOBPC_05962,+
group_6844,NDLJOBPC_03139,-
mdtD_1,NDLJOBPC_00471,+
hemA,NDLJOBPC_03702,+
xylB_1,NDLJOBPC_00453,+
ltaE,NDLJOBPC_00348,-
group_6849,NDLJOBPC_05417,+
group_685,NDLJOBPC_00912,+
add,NDLJOBPC_04186,+
prr_1,NDLJOBPC_01414,-
lutP_2,NDLJOBPC_02163,-
group_6857,NDLJOBPC_01784,-
thlA_1,NDLJOBPC_00474,-
group_6859,NDLJOBPC_05264,-
group_686,NDLJOBPC_00914,-
gmd,NDLJOBPC_06203,+
group_6861,NDLJOBPC_06002,-
murD,NDLJOBPC_05028,+
group_6863,NDLJOBPC_00863,-
yhdG_1,NDLJOBPC_00994,-
group_6865,NDLJOBPC_05133,+
group_6866,NDLJOBPC_04172,+
group_6867,NDLJOBPC_02507,-
clpP2_1,NDLJOBPC_00489,-
cynR_2,NDLJOBPC_03984,+
group_687,NDLJOBPC_00915,+
menH_1,NDLJOBPC_01878,-
proP_2,NDLJOBPC_02017,+
msrB,NDLJOBPC_00968,-
group_6873,NDLJOBPC_03198,-
yceI_1,NDLJOBPC_03083,+
group_6875,NDLJOBPC_05131,+
group_6876,NDLJOBPC_00971,-
mqnC,NDLJOBPC_03795,+
group_6878,NDLJOBPC_03304,-
group_6879,NDLJOBPC_01585,-
group_688,NDLJOBPC_00925,+
mlc_2,NDLJOBPC_05940,-
group_6881,NDLJOBPC_03407,+
group_6882,NDLJOBPC_00604,+
fumC,NDLJOBPC_04332,-
group_6884,NDLJOBPC_04901,-
mutB,NDLJOBPC_04902,-
group_6886,NDLJOBPC_00640,-
gsiD_3,NDLJOBPC_01393,-
moaA2_2,NDLJOBPC_05235,+
pafB,NDLJOBPC_05431,+
group_689,NDLJOBPC_00927,+
group_6890,NDLJOBPC_05708,-
pheS,NDLJOBPC_05476,+
group_6892,NDLJOBPC_01363,-
ssgB_1,NDLJOBPC_00569,+
nagZ_2,NDLJOBPC_01817,-
group_6895,NDLJOBPC_04141,+
ribH,NDLJOBPC_05649,+
uvrD1,NDLJOBPC_04047,+
argB,NDLJOBPC_05508,+
group_6899,NDLJOBPC_01383,-
group_690,NDLJOBPC_00928,-
group_6900,NDLJOBPC_01881,+
group_6901,NDLJOBPC_04320,+
group_6902,NDLJOBPC_02086,-
rplO,NDLJOBPC_03929,+
group_6904,NDLJOBPC_04768,+
argR,NDLJOBPC_05510,+
katA_1,NDLJOBPC_02193,-
group_6907,NDLJOBPC_03289,-
tmpC,NDLJOBPC_04169,+
gshA_2,NDLJOBPC_05710,+
fpg1,NDLJOBPC_01478,-
group_6911,NDLJOBPC_00565,-
clpB,NDLJOBPC_03361,+
group_6913,NDLJOBPC_01093,+
nuoG,NDLJOBPC_03810,+
group_6915,NDLJOBPC_05320,+
group_6916,NDLJOBPC_05358,+
group_6917,NDLJOBPC_05252,+
mmgC_3,NDLJOBPC_04406,-
pccB,NDLJOBPC_01523,-
group_692,NDLJOBPC_00933,+
group_6920,NDLJOBPC_01259,-
group_6921,NDLJOBPC_03592,-
cytR_2,NDLJOBPC_00630,-
group_6923,NDLJOBPC_04923,-
macB,NDLJOBPC_02701,-
iscS_2,NDLJOBPC_04959,-
mec,NDLJOBPC_02032,-
frcC,NDLJOBPC_00819,-
group_6928,NDLJOBPC_06220,+
group_6929,NDLJOBPC_05691,-
cysNC,NDLJOBPC_00941,+
group_6930,NDLJOBPC_02438,-
group_6931,NDLJOBPC_04685,+
group_6932,NDLJOBPC_02559,+
frdB,NDLJOBPC_05999,+
dprE2,NDLJOBPC_04115,-
group_6935,NDLJOBPC_05464,-
group_6936,NDLJOBPC_05303,-
sir,NDLJOBPC_00936,+
gloB_1,NDLJOBPC_02917,-
xylH,NDLJOBPC_03499,+
group_694,NDLJOBPC_00942,+
agaA,NDLJOBPC_02641,+
rho,NDLJOBPC_01722,-
group_6942,NDLJOBPC_00809,+
sasA_5,NDLJOBPC_02209,-
group_6944,NDLJOBPC_04185,-
dnaG,NDLJOBPC_04688,-
group_6946,NDLJOBPC_03026,+
gabD2,NDLJOBPC_03999,+
group_6948,NDLJOBPC_00828,-
lutR,NDLJOBPC_02852,-
group_695,NDLJOBPC_00950,+
gdh_1,NDLJOBPC_02124,-
cytR_3,NDLJOBPC_04880,-
dctA_2,NDLJOBPC_03746,+
group_6953,NDLJOBPC_03271,-
group_6954,NDLJOBPC_03558,-
group_6955,NDLJOBPC_05284,-
group_6956,NDLJOBPC_02563,+
group_6957,NDLJOBPC_01790,+
group_6958,NDLJOBPC_06166,+
group_6959,NDLJOBPC_03120,-
treY,NDLJOBPC_00958,+
group_6960,NDLJOBPC_03673,+
aldA,NDLJOBPC_04202,-
nadE,NDLJOBPC_04861,-
group_6963,NDLJOBPC_06266,+
qcrC,NDLJOBPC_04966,+
rtcB,NDLJOBPC_03718,+
group_6966,NDLJOBPC_04684,+
ybaK,NDLJOBPC_05058,-
group_6968,NDLJOBPC_00429,+
argD,NDLJOBPC_05509,+
nagF,NDLJOBPC_02026,-
group_6971,NDLJOBPC_05075,+
group_6972,NDLJOBPC_01035,-
egtD,NDLJOBPC_06004,-
group_6974,NDLJOBPC_05429,+
rhlE_2,NDLJOBPC_01336,+
gapN,NDLJOBPC_01402,-
scpB,NDLJOBPC_05292,+
group_6978,NDLJOBPC_04544,+
glmU,NDLJOBPC_02308,+
group_698,NDLJOBPC_00959,+
glbO,NDLJOBPC_04480,-
menG,NDLJOBPC_03797,+
group_6982,NDLJOBPC_03081,+
cbiET,NDLJOBPC_05534,+
pgdA,NDLJOBPC_01127,+
rodZ,NDLJOBPC_01348,-
group_6986,NDLJOBPC_02205,-
group_6987,NDLJOBPC_03406,-
rbsC_3,NDLJOBPC_01123,-
ndhI_1,NDLJOBPC_03812,+
group_699,NDLJOBPC_00960,-
lcfB_3,NDLJOBPC_06239,+
group_6991,NDLJOBPC_00676,-
group_6992,NDLJOBPC_01586,-
cca,NDLJOBPC_03167,-
ulaR,NDLJOBPC_04210,+
group_6995,NDLJOBPC_02822,-
actP,NDLJOBPC_05983,+
metY,NDLJOBPC_01091,-
soxR,NDLJOBPC_05362,+
group_6999,NDLJOBPC_00951,-
group_7,NDLJOBPC_02668,+
group_700,NDLJOBPC_00964,-
group_7000,NDLJOBPC_00976,+
group_7001,NDLJOBPC_05367,-
group_7002,NDLJOBPC_00494,+
icmF,NDLJOBPC_04052,+
group_7004,NDLJOBPC_02683,-
group_7005,NDLJOBPC_01303,+
group_7006,NDLJOBPC_04770,+
group_7007,NDLJOBPC_04842,-
group_7008,NDLJOBPC_00350,-
group_7009,NDLJOBPC_04442,+
group_701,NDLJOBPC_00970,-
group_7010,NDLJOBPC_01381,-
tatA_3,NDLJOBPC_05435,+
hisH,NDLJOBPC_05066,+
group_7013,NDLJOBPC_00354,-
group_7014,NDLJOBPC_00575,+
tatA_2,NDLJOBPC_03726,-
btsS,NDLJOBPC_05984,+
nagR_1,NDLJOBPC_00821,-
cseB_2,NDLJOBPC_03658,-
group_7019,NDLJOBPC_04957,-
group_702,NDLJOBPC_00973,-
tlyA,NDLJOBPC_05276,+
ndkA,NDLJOBPC_04541,+
aviRb_1,NDLJOBPC_04462,-
rnd,NDLJOBPC_00988,+
xylF,NDLJOBPC_00998,-
group_7025,NDLJOBPC_05712,+
iaaM,NDLJOBPC_05636,+
thrS,NDLJOBPC_05563,+
valS,NDLJOBPC_04538,+
rutG,NDLJOBPC_05640,-
argS,NDLJOBPC_03712,-
yqjG,NDLJOBPC_05828,+
fdhA_1,NDLJOBPC_01139,+
nagC_3,NDLJOBPC_04658,+
dppC,NDLJOBPC_06172,+
ssuD,NDLJOBPC_00425,+
yhfK,NDLJOBPC_03874,-
dasR,NDLJOBPC_01821,+
carB_1,NDLJOBPC_04214,-
arfB,NDLJOBPC_02649,-
yigZ,NDLJOBPC_05768,+
group_7041,NDLJOBPC_03808,+
pknD_1,NDLJOBPC_02105,-
tam_4,NDLJOBPC_01789,-
btuC_2,NDLJOBPC_02819,-
group_7045,NDLJOBPC_00603,+
zapE,NDLJOBPC_00972,+
group_7047,NDLJOBPC_05060,-
lyc,NDLJOBPC_01624,+
group_7049,NDLJOBPC_01853,-
group_705,NDLJOBPC_00975,+
group_7050,NDLJOBPC_01077,-
rcsC_1,NDLJOBPC_01351,-
alpha-LP,NDLJOBPC_05946,-
ptsH,NDLJOBPC_00297,+
udk,NDLJOBPC_04199,-
group_7055,NDLJOBPC_02006,-
hdpA,NDLJOBPC_01996,+
cysO_2,NDLJOBPC_02629,-
copR_1,NDLJOBPC_01680,-
yceD_4,NDLJOBPC_04766,+
tap_2,NDLJOBPC_00980,+
ftsY,NDLJOBPC_01463,-
luxA,NDLJOBPC_01693,+
moaC2,NDLJOBPC_02375,-
group_7063,NDLJOBPC_01339,+
group_7064,NDLJOBPC_00313,-
group_7065,NDLJOBPC_02029,-
devR_1,NDLJOBPC_01067,+
group_7067,NDLJOBPC_02379,-
ftsW,NDLJOBPC_05029,+
acdA_1,NDLJOBPC_00479,+
group_707,NDLJOBPC_00983,+
dapE_2,NDLJOBPC_01865,-
group_7071,NDLJOBPC_00609,-
folD_1,NDLJOBPC_04066,+
group_7073,NDLJOBPC_04171,+
leuA,NDLJOBPC_04621,+
chpE,NDLJOBPC_05258,+
group_7076,NDLJOBPC_01156,-
coaBC_3,NDLJOBPC_05615,+
acsA_1,NDLJOBPC_00870,-
group_7079,NDLJOBPC_03786,+
group_708,NDLJOBPC_00986,+
yhgF,NDLJOBPC_00543,+
decR_2,NDLJOBPC_03232,-
group_7082,NDLJOBPC_04989,+
group_7083,NDLJOBPC_04854,+
ppm1,NDLJOBPC_05661,+
vdh,NDLJOBPC_03030,+
ccpA_2,NDLJOBPC_00341,+
group_709,NDLJOBPC_00992,-
group_7090,NDLJOBPC_05541,+
group_7091,NDLJOBPC_04558,-
scoF_1,NDLJOBPC_02727,-
ureG_2,NDLJOBPC_05814,+
xseA,NDLJOBPC_04344,-
group_7095,NDLJOBPC_00511,-
rsmH,NDLJOBPC_05023,+
group_7097,NDLJOBPC_05388,+
group_7098,NDLJOBPC_03368,+
group_7099,NDLJOBPC_00711,-
group_710,NDLJOBPC_01011,+
ectA_2,NDLJOBPC_05198,-
group_7101,NDLJOBPC_01714,-
group_7102,NDLJOBPC_03097,-
desR_2,NDLJOBPC_03635,+
bbsG,NDLJOBPC_05374,-
polA,NDLJOBPC_05116,+
dctA2,NDLJOBPC_01650,-
group_7107,NDLJOBPC_04299,+
group_7108,NDLJOBPC_01580,-
group_7109,NDLJOBPC_01307,-
group_7110,NDLJOBPC_04574,+
group_7111,NDLJOBPC_00704,-
group_7112,NDLJOBPC_00531,-
group_7113,NDLJOBPC_00749,+
group_7114,NDLJOBPC_04418,-
glnM_2,NDLJOBPC_01320,+
sigF_1,NDLJOBPC_01734,-
group_7117,NDLJOBPC_04188,-
narG,NDLJOBPC_00669,+
group_7119,NDLJOBPC_05577,+
group_712,NDLJOBPC_01025,-
ppaT,NDLJOBPC_05199,-
pgm,NDLJOBPC_05824,-
group_7122,NDLJOBPC_01662,+
apeX,NDLJOBPC_00916,+
uvrA_1,NDLJOBPC_03057,-
group_7125,NDLJOBPC_01309,-
group_7126,NDLJOBPC_00798,+
group_7127,NDLJOBPC_03193,-
group_7128,NDLJOBPC_05958,-
group_7129,NDLJOBPC_00795,+
pncB1,NDLJOBPC_02037,+
ssb2,NDLJOBPC_03156,-
group_7132,NDLJOBPC_05587,+
hutU,NDLJOBPC_02826,+
group_7134,NDLJOBPC_05174,+
sad,NDLJOBPC_01732,-
group_7136,NDLJOBPC_02954,-
group_7137,NDLJOBPC_02789,-
bmr3_3,NDLJOBPC_04871,+
lipM,NDLJOBPC_00746,-
glcC,NDLJOBPC_01060,-
group_7140,NDLJOBPC_02958,-
group_7141,NDLJOBPC_05049,-
group_7142,NDLJOBPC_05658,-
pyrC,NDLJOBPC_05606,+
fabH_2,NDLJOBPC_04723,-
nanK_1,NDLJOBPC_00330,-
group_7146,NDLJOBPC_06229,-
mscL,NDLJOBPC_02385,+
group_7148,NDLJOBPC_01915,-
purN,NDLJOBPC_04063,+
group_715,NDLJOBPC_01066,+
group_7150,NDLJOBPC_01048,-
gcl,NDLJOBPC_00867,-
group_7152,NDLJOBPC_01490,+
group_7153,NDLJOBPC_00661,+
group_7154,NDLJOBPC_01239,-
group_7155,NDLJOBPC_00324,+
kdpD_2,NDLJOBPC_01236,-
bpoC,NDLJOBPC_03629,-
metH,NDLJOBPC_05412,+
group_7159,NDLJOBPC_05786,-
group_716,NDLJOBPC_01078,+
group_7160,NDLJOBPC_01923,+
lipB,NDLJOBPC_04925,-
wecA,NDLJOBPC_01715,-
group_7166,NDLJOBPC_04783,-
lrpC_2,NDLJOBPC_05777,-
group_7168,NDLJOBPC_03792,+
group_7169,NDLJOBPC_03788,+
menI,NDLJOBPC_01099,-
rdlB_1,NDLJOBPC_02414,-
group_7171,NDLJOBPC_01263,-
group_7172,NDLJOBPC_02035,-
group_7173,NDLJOBPC_04859,+
aroK,NDLJOBPC_05597,+
pxpA,NDLJOBPC_06106,+
group_7176,NDLJOBPC_05543,+
group_7177,NDLJOBPC_04551,+
suhB,NDLJOBPC_01249,-
efp,NDLJOBPC_05601,+
group_718,NDLJOBPC_01103,-
nfdA_2,NDLJOBPC_05660,+
rpmG2_3,NDLJOBPC_06032,-
trpE,NDLJOBPC_05074,+
group_7183,NDLJOBPC_04560,+
group_7184,NDLJOBPC_02966,+
group_7185,NDLJOBPC_03697,-
egtB_3,NDLJOBPC_06006,-
group_7187,NDLJOBPC_03150,-
carA,NDLJOBPC_05608,+
acdA_3,NDLJOBPC_05657,+
metE,NDLJOBPC_01107,-
mrdB,NDLJOBPC_04546,+
group_7191,NDLJOBPC_06250,+
group_7192,NDLJOBPC_04980,+
araG_1,NDLJOBPC_00651,-
proA_2,NDLJOBPC_04561,+
group_7195,NDLJOBPC_04329,-
livF_2,NDLJOBPC_05108,-
group_7197,NDLJOBPC_02763,+
group_7198,NDLJOBPC_04806,+
nmoA,NDLJOBPC_04595,+
group_720,NDLJOBPC_01114,-
group_7200,NDLJOBPC_01442,-
pknD_6,NDLJOBPC_03243,-
lvr_1,NDLJOBPC_01238,-
group_7203,NDLJOBPC_05385,+
group_7204,NDLJOBPC_05222,+
group_7205,NDLJOBPC_00508,-
group_7206,NDLJOBPC_03249,-
group_7207,NDLJOBPC_04430,-
group_7208,NDLJOBPC_02235,+
limB,NDLJOBPC_01972,-
pucD_3,NDLJOBPC_06090,-
group_7211,NDLJOBPC_03647,+
group_7212,NDLJOBPC_00505,-
nadB,NDLJOBPC_03646,+
group_7214,NDLJOBPC_01891,-
group_7215,NDLJOBPC_00517,+
fbiA,NDLJOBPC_02170,+
group_7217,NDLJOBPC_03220,-
group_7218,NDLJOBPC_05807,-
ytrE_1,NDLJOBPC_01237,-
rcdA_1,NDLJOBPC_01117,-
group_7220,NDLJOBPC_01567,-
ghrA_1,NDLJOBPC_01975,+
recG,NDLJOBPC_01485,-
group_7223,NDLJOBPC_03574,+
group_7224,NDLJOBPC_03158,+
glpQ1,NDLJOBPC_03102,+
purM,NDLJOBPC_03032,-
group_7227,NDLJOBPC_03252,-
iucC_2,NDLJOBPC_04389,-
group_7229,NDLJOBPC_04585,+
group_723,NDLJOBPC_01119,-
group_7230,NDLJOBPC_04444,-
group_7231,NDLJOBPC_06094,-
group_7235,NDLJOBPC_00342,-
group_7236,NDLJOBPC_04216,-
group_7237,NDLJOBPC_05582,-
group_7238,NDLJOBPC_04719,-
group_7239,NDLJOBPC_05583,-
nagC_2,NDLJOBPC_01125,+
radA_2,NDLJOBPC_03665,-
ygiC,NDLJOBPC_04098,+
group_7242,NDLJOBPC_05200,+
group_7243,NDLJOBPC_03396,+
group_7244,NDLJOBPC_04316,+
cseC,NDLJOBPC_03657,-
group_7246,NDLJOBPC_05704,+
group_7247,NDLJOBPC_02236,-
group_7248,NDLJOBPC_01429,-
priA_2,NDLJOBPC_05621,+
livF_3,NDLJOBPC_06224,-
group_7251,NDLJOBPC_01851,+
yidC_2,NDLJOBPC_03180,-
ndhS,NDLJOBPC_00883,-
treZ,NDLJOBPC_00961,+
group_7255,NDLJOBPC_05147,-
group_7256,NDLJOBPC_05144,+
rsbV_1,NDLJOBPC_02213,-
pyrD,NDLJOBPC_05610,+
mmr,NDLJOBPC_02781,+
group_7260,NDLJOBPC_00579,+
cdhR_4,NDLJOBPC_03950,+
group_7262,NDLJOBPC_05527,-
shc,NDLJOBPC_00523,-
group_7264,NDLJOBPC_00750,-
ftsQ,NDLJOBPC_05031,+
dhpH_2,NDLJOBPC_06223,+
gabP_2,NDLJOBPC_04521,-
ddl_1,NDLJOBPC_01492,-
group_7269,NDLJOBPC_02901,-
group_7270,NDLJOBPC_02523,+
group_7271,NDLJOBPC_01692,-
dinG_1,NDLJOBPC_00955,-
group_7273,NDLJOBPC_01290,-
hflX,NDLJOBPC_01305,-
lysS,NDLJOBPC_03713,+
glpQ_3,NDLJOBPC_05523,+
group_7277,NDLJOBPC_05065,+
galK,NDLJOBPC_02323,-
tatC,NDLJOBPC_05436,+
nth,NDLJOBPC_02915,-
group_7281,NDLJOBPC_03281,+
group_7282,NDLJOBPC_02626,+
group_7283,NDLJOBPC_05566,-
group_7284,NDLJOBPC_01801,-
pth,NDLJOBPC_02314,+
RBKS,NDLJOBPC_04610,+
nsrR,NDLJOBPC_01802,+
yliI,NDLJOBPC_00415,+
group_7289,NDLJOBPC_00827,+
group_729,NDLJOBPC_01163,+
pimA,NDLJOBPC_05569,+
cydB,NDLJOBPC_03129,-
group_7292,NDLJOBPC_04103,+
group_7293,NDLJOBPC_03114,+
group_7294,NDLJOBPC_01332,-
group_7295,NDLJOBPC_03171,+
pgl_2,NDLJOBPC_05161,-
pgi,NDLJOBPC_05160,+
group_7298,NDLJOBPC_03604,-
group_7299,NDLJOBPC_04540,+
group_730,NDLJOBPC_01173,-
ynbC,NDLJOBPC_01737,+
group_7301,NDLJOBPC_05938,+
smtB_2,NDLJOBPC_05084,-
group_7303,NDLJOBPC_01026,-
cugP_1,NDLJOBPC_02173,-
group_7305,NDLJOBPC_00760,+
group_7306,NDLJOBPC_02001,-
dasC_1,NDLJOBPC_01190,+
ydjE_1,NDLJOBPC_00623,+
group_7309,NDLJOBPC_01826,-
gap2_1,NDLJOBPC_01177,+
oppD_4,NDLJOBPC_01940,-
decR_1,NDLJOBPC_01062,+
rep_2,NDLJOBPC_01867,-
srlR_1,NDLJOBPC_00294,+
abgT,NDLJOBPC_05237,-
hdfR_3,NDLJOBPC_02095,-
adk,NDLJOBPC_03931,+
group_7317,NDLJOBPC_05451,-
group_7318,NDLJOBPC_02044,-
nuoC,NDLJOBPC_03806,+
group_7320,NDLJOBPC_01072,+
deaD_2,NDLJOBPC_02726,-
group_7322,NDLJOBPC_03798,-
btuD_19,NDLJOBPC_04440,+
iscS_1,NDLJOBPC_01592,-
group_7325,NDLJOBPC_05486,+
sigG,NDLJOBPC_04179,-
bauC_2,NDLJOBPC_04438,+
group_7328,NDLJOBPC_05838,-
group_7329,NDLJOBPC_04258,-
group_7330,NDLJOBPC_04964,-
qcrA,NDLJOBPC_04967,+
gcvP,NDLJOBPC_05707,+
cmpB,NDLJOBPC_00945,+
acsA_4,NDLJOBPC_05688,+
yidD,NDLJOBPC_03181,-
drdI,NDLJOBPC_02142,-
group_7337,NDLJOBPC_05442,+
araD,NDLJOBPC_03490,-
nagB_1,NDLJOBPC_01816,+
rlmCD,NDLJOBPC_01229,-
kstR2_1,NDLJOBPC_05360,+
rph,NDLJOBPC_02025,-
group_7342,NDLJOBPC_00573,-
ppx1,NDLJOBPC_03671,+
tpiA,NDLJOBPC_05157,+
ruvA,NDLJOBPC_05575,+
group_7346,NDLJOBPC_05697,+
group_7347,NDLJOBPC_02318,+
group_7348,NDLJOBPC_03536,+
group_7349,NDLJOBPC_03879,+
gntR_1,NDLJOBPC_01261,-
rpmG2_2,NDLJOBPC_03878,+
group_7351,NDLJOBPC_00943,+
yjcG,NDLJOBPC_04109,+
group_7353,NDLJOBPC_01264,-
murJ,NDLJOBPC_03169,+
dxr,NDLJOBPC_01400,-
group_7356,NDLJOBPC_03273,-
dhaK,NDLJOBPC_04915,+
gdh_2,NDLJOBPC_03434,+
group_7359,NDLJOBPC_05993,-
group_736,NDLJOBPC_01262,-
group_7360,NDLJOBPC_04206,-
group_7361,NDLJOBPC_02153,-
group_7362,NDLJOBPC_05554,+
group_7363,NDLJOBPC_03803,-
