Gene,albidoflavus_J1074,Sign
group_6650,CDKDDEHB_05917,+
gph_7,CDKDDEHB_05177,+
group_6652,CDKDDEHB_05916,+
group_6653,CDKDDEHB_00276,-
nanR_1,CDKDDEHB_01046,-
nuoL,CDKDDEHB_03640,+
upp_1,CDKDDEHB_02880,-
deoA,CDKDDEHB_03978,+
group_6658,CDKDDEHB_02699,-
nagR_5,CDKDDEHB_05552,+
ogt_1,CDKDDEHB_00470,-
group_6660,CDKDDEHB_05179,-
mshC,CDKDDEHB_05169,+
group_6662,CDKDDEHB_04713,-
crtB_1,CDKDDEHB_00269,-
group_6664,CDKDDEHB_01127,+
group_6665,CDKDDEHB_01654,-
metF,CDKDDEHB_04777,+
bfr,CDKDDEHB_04767,-
treS,CDKDDEHB_01396,+
carB_2,CDKDDEHB_05373,+
group_667,CDKDDEHB_00486,-
purA,CDKDDEHB_03211,+
prtV,CDKDDEHB_01795,-
ecm,CDKDDEHB_00454,+
citT_2,CDKDDEHB_05757,+
uvrA_2,CDKDDEHB_04914,+
gatB,CDKDDEHB_01334,-
groL1,CDKDDEHB_03799,+
group_6677,CDKDDEHB_03698,+
rhaS,CDKDDEHB_04181,-
dksA,CDKDDEHB_04806,+
group_668,CDKDDEHB_00490,-
ldtB_3,CDKDDEHB_04031,+
dinF,CDKDDEHB_02976,+
group_6682,CDKDDEHB_04115,+
gsiC_2,CDKDDEHB_01158,-
rplI,CDKDDEHB_02977,-
moaA,CDKDDEHB_00263,-
glpK_1,CDKDDEHB_05173,-
group_6687,CDKDDEHB_05163,+
tatB,CDKDDEHB_01655,-
nadA,CDKDDEHB_04719,-
group_669,CDKDDEHB_00491,-
yidH,CDKDDEHB_05142,-
fur,CDKDDEHB_03339,+
mcl1,CDKDDEHB_00455,+
group_6693,CDKDDEHB_00534,+
aroA,CDKDDEHB_01590,+
metK,CDKDDEHB_05380,+
group_6696,CDKDDEHB_00730,-
aidB_1,CDKDDEHB_00508,-
group_6709,CDKDDEHB_03002,-
btuD_4,CDKDDEHB_00511,+
pucD_2,CDKDDEHB_01835,-
group_6711,CDKDDEHB_01117,+
tsf,CDKDDEHB_01199,-
group_6713,CDKDDEHB_03461,+
clpC1,CDKDDEHB_03484,+
panB,CDKDDEHB_04625,-
group_6716,CDKDDEHB_01531,-
lfrA_1,CDKDDEHB_00015,-
yheI,CDKDDEHB_00516,-
group_6720,CDKDDEHB_05448,-
rnj,CDKDDEHB_01123,-
nudC_1,CDKDDEHB_01619,-
group_6723,CDKDDEHB_04928,-
pepN_1,CDKDDEHB_04303,-
group_6725,CDKDDEHB_04804,+
nusB,CDKDDEHB_05366,+
glgP,CDKDDEHB_01393,-
gmk,CDKDDEHB_05377,+
thiL,CDKDDEHB_01244,-
fepC_1,CDKDDEHB_00517,-
group_6730,CDKDDEHB_04511,+
gltD,CDKDDEHB_04856,+
pyrB,CDKDDEHB_05369,+
clpX,CDKDDEHB_04328,+
thiC,CDKDDEHB_02942,-
ask,CDKDDEHB_02759,-
group_6736,CDKDDEHB_02783,-
sufU,CDKDDEHB_04944,+
group_6738,CDKDDEHB_02149,+
rppA,CDKDDEHB_05815,-
group_674,CDKDDEHB_00536,-
pucD_1,CDKDDEHB_00656,-
bca_2,CDKDDEHB_01595,-
gylR,CDKDDEHB_05175,-
nhaK,CDKDDEHB_04810,+
msiK,CDKDDEHB_02553,+
group_6745,CDKDDEHB_05364,+
trpA_2,CDKDDEHB_04844,+
group_6747,CDKDDEHB_00922,-
rpmE2_2,CDKDDEHB_05704,-
group_6749,CDKDDEHB_04880,-
kimA,CDKDDEHB_00994,-
arnC,CDKDDEHB_05109,-
group_6752,CDKDDEHB_05546,-
pigE,CDKDDEHB_00262,-
lutA,CDKDDEHB_00836,-
lutP_1,CDKDDEHB_00837,+
group_676,CDKDDEHB_00547,+
srlR_2,CDKDDEHB_00067,+
group_6761,CDKDDEHB_04610,+
group_6762,CDKDDEHB_05885,-
rutE,CDKDDEHB_04141,-
yrdA,CDKDDEHB_05528,+
group_6765,CDKDDEHB_03417,+
hcaB_1,CDKDDEHB_02112,-
group_6767,CDKDDEHB_02776,+
pimB_2,CDKDDEHB_04750,+
group_6769,CDKDDEHB_04305,-
group_677,CDKDDEHB_00558,-
artQ_2,CDKDDEHB_01734,+
apeB,CDKDDEHB_03081,-
asnC_1,CDKDDEHB_00130,+
gsiC_3,CDKDDEHB_05828,+
glgE1,CDKDDEHB_01395,+
gsiD_2,CDKDDEHB_01137,+
pepPI,CDKDDEHB_02914,+
oxyR_1,CDKDDEHB_04119,-
group_6778,CDKDDEHB_00044,-
map,CDKDDEHB_04620,-
group_678,CDKDDEHB_00613,-
glpK_2,CDKDDEHB_05760,-
leuS,CDKDDEHB_04367,+
group_6782,CDKDDEHB_02029,+
thiG,CDKDDEHB_04771,-
group_6784,CDKDDEHB_04877,-
proA_1,CDKDDEHB_03397,-
group_6786,CDKDDEHB_01924,+
sasA_8,CDKDDEHB_04740,-
entS_4,CDKDDEHB_02314,-
group_6789,CDKDDEHB_00682,+
group_679,CDKDDEHB_00620,-
group_6790,CDKDDEHB_02222,-
group_6791,CDKDDEHB_04379,+
group_6792,CDKDDEHB_04977,-
group_6793,CDKDDEHB_02953,+
arcA_2,CDKDDEHB_00818,-
yhhS,CDKDDEHB_02807,+
ddpF_1,CDKDDEHB_01139,+
alc,CDKDDEHB_04302,+
group_6798,CDKDDEHB_04772,-
ssgB_2,CDKDDEHB_01799,+
tagU_4,CDKDDEHB_01934,+
group_680,CDKDDEHB_00626,+
chpH,CDKDDEHB_05157,+
group_6801,CDKDDEHB_03931,-
group_6802,CDKDDEHB_05624,+
asd_2,CDKDDEHB_04304,-
group_6804,CDKDDEHB_05571,+
fbiC,CDKDDEHB_02224,-
atpH,CDKDDEHB_01465,-
dasC_4,CDKDDEHB_01839,-
group_6808,CDKDDEHB_04296,+
miaB,CDKDDEHB_01079,-
group_681,CDKDDEHB_00651,+
group_6810,CDKDDEHB_05218,+
mqnD,CDKDDEHB_02327,+
dcuR,CDKDDEHB_01407,+
mch,CDKDDEHB_00456,+
group_6814,CDKDDEHB_05418,-
nagC_5,CDKDDEHB_05553,-
group_6816,CDKDDEHB_01600,-
group_6817,CDKDDEHB_01253,-
dnaA,CDKDDEHB_03006,+
group_6819,CDKDDEHB_02704,-
group_682,CDKDDEHB_00662,-
group_6820,CDKDDEHB_00930,-
drrA_5,CDKDDEHB_04042,+
btuD_22,CDKDDEHB_04819,+
sseC2,CDKDDEHB_03331,+
group_6824,CDKDDEHB_01414,-
group_6825,CDKDDEHB_00933,-
yajO_1,CDKDDEHB_02311,+
rodA_2,CDKDDEHB_03040,-
trmD,CDKDDEHB_01214,-
rpiB,CDKDDEHB_04316,+
group_683,CDKDDEHB_00671,+
group_6830,CDKDDEHB_02812,-
bca_1,CDKDDEHB_00640,+
ligA,CDKDDEHB_01339,-
serC,CDKDDEHB_02292,+
group_6834,CDKDDEHB_02114,-
bglA_1,CDKDDEHB_00228,+
group_6836,CDKDDEHB_05128,+
murE,CDKDDEHB_04792,+
kynA_1,CDKDDEHB_03201,+
group_6839,CDKDDEHB_05630,+
group_684,CDKDDEHB_00675,-
group_6843,CDKDDEHB_05633,+
group_6844,CDKDDEHB_02946,-
mdtD_1,CDKDDEHB_00212,+
hemA,CDKDDEHB_03532,+
xylB_1,CDKDDEHB_00194,+
ltaE,CDKDDEHB_00089,-
group_6849,CDKDDEHB_05181,+
group_685,CDKDDEHB_00685,+
add,CDKDDEHB_03990,+
prr_1,CDKDDEHB_01178,-
lutP_2,CDKDDEHB_01918,-
group_6857,CDKDDEHB_01539,-
thlA_1,CDKDDEHB_00215,-
group_6859,CDKDDEHB_05031,-
group_686,CDKDDEHB_00687,-
gmd,CDKDDEHB_05861,+
group_6861,CDKDDEHB_05674,-
murD,CDKDDEHB_04795,+
group_6863,CDKDDEHB_00637,-
yhdG_1,CDKDDEHB_00770,-
group_6865,CDKDDEHB_04899,+
group_6866,CDKDDEHB_03976,+
group_6867,CDKDDEHB_02274,-
clpP2_1,CDKDDEHB_00230,-
cynR_2,CDKDDEHB_03801,+
group_687,CDKDDEHB_00688,+
menH_1,CDKDDEHB_01633,-
proP_2,CDKDDEHB_01776,+
msrB,CDKDDEHB_00742,-
group_6873,CDKDDEHB_03021,-
yceI_1,CDKDDEHB_02892,+
group_6875,CDKDDEHB_04897,+
group_6876,CDKDDEHB_00745,-
mqnC,CDKDDEHB_03623,+
group_6878,CDKDDEHB_03119,-
group_6879,CDKDDEHB_01340,-
group_688,CDKDDEHB_00698,+
mlc_2,CDKDDEHB_05611,-
group_6881,CDKDDEHB_03231,+
group_6882,CDKDDEHB_00346,+
fumC,CDKDDEHB_04132,-
group_6884,CDKDDEHB_04666,-
mutB,CDKDDEHB_04667,-
group_6886,CDKDDEHB_00381,-
gsiD_3,CDKDDEHB_01157,-
moaA2_2,CDKDDEHB_05002,+
pafB,CDKDDEHB_05195,+
group_689,CDKDDEHB_00700,+
group_6890,CDKDDEHB_05472,-
pheS,CDKDDEHB_05240,+
group_6892,CDKDDEHB_01128,-
ssgB_1,CDKDDEHB_00311,+
nagZ_2,CDKDDEHB_01572,-
group_6895,CDKDDEHB_03944,+
ribH,CDKDDEHB_05414,+
uvrD1,CDKDDEHB_03852,+
argB,CDKDDEHB_05272,+
group_6899,CDKDDEHB_01147,-
group_690,CDKDDEHB_00701,-
group_6900,CDKDDEHB_01636,+
group_6901,CDKDDEHB_04120,+
group_6902,CDKDDEHB_01847,-
rplO,CDKDDEHB_03747,+
group_6904,CDKDDEHB_04535,+
argR,CDKDDEHB_05274,+
katA_1,CDKDDEHB_01947,-
group_6907,CDKDDEHB_03110,-
tmpC,CDKDDEHB_03973,+
gshA_2,CDKDDEHB_05474,+
fpg1,CDKDDEHB_01233,-
group_6911,CDKDDEHB_00307,-
clpB,CDKDDEHB_03180,+
group_6913,CDKDDEHB_00871,+
nuoG,CDKDDEHB_03635,+
group_6915,CDKDDEHB_05087,+
group_6916,CDKDDEHB_05122,+
group_6917,CDKDDEHB_05019,+
mmgC_3,CDKDDEHB_04210,-
pccB,CDKDDEHB_01278,-
group_692,CDKDDEHB_00707,+
group_6920,CDKDDEHB_01023,-
group_6921,CDKDDEHB_03423,-
cytR_2,CDKDDEHB_00372,-
group_6923,CDKDDEHB_04689,-
macB,CDKDDEHB_02471,-
iscS_2,CDKDDEHB_04725,-
mec,CDKDDEHB_01787,-
frcC,CDKDDEHB_00553,-
group_6928,CDKDDEHB_05878,+
group_6929,CDKDDEHB_05456,-
cysNC,CDKDDEHB_00715,+
group_6930,CDKDDEHB_02206,-
group_6931,CDKDDEHB_04476,+
group_6932,CDKDDEHB_02325,+
frdB,CDKDDEHB_05671,+
dprE2,CDKDDEHB_03916,-
group_6935,CDKDDEHB_05228,-
group_6936,CDKDDEHB_05070,-
sir,CDKDDEHB_00710,+
gloB_1,CDKDDEHB_02729,-
xylH,CDKDDEHB_03319,+
group_694,CDKDDEHB_00716,+
agaA,CDKDDEHB_02409,+
rho,CDKDDEHB_01477,-
group_6942,CDKDDEHB_00543,+
sasA_5,CDKDDEHB_01964,-
group_6944,CDKDDEHB_03989,-
dnaG,CDKDDEHB_04479,-
group_6946,CDKDDEHB_02836,+
gabD2,CDKDDEHB_03816,+
group_6948,CDKDDEHB_00562,-
lutR,CDKDDEHB_02646,-
group_695,CDKDDEHB_00724,+
gdh_1,CDKDDEHB_01881,-
cytR_3,CDKDDEHB_04645,-
dctA_2,CDKDDEHB_03573,+
group_6953,CDKDDEHB_03092,-
group_6954,CDKDDEHB_03387,-
group_6955,CDKDDEHB_05051,-
group_6956,CDKDDEHB_02329,+
group_6957,CDKDDEHB_01545,+
group_6958,CDKDDEHB_05823,+
group_6959,CDKDDEHB_02927,-
treY,CDKDDEHB_00732,+
group_6960,CDKDDEHB_03503,+
aldA,CDKDDEHB_04007,-
nadE,CDKDDEHB_04628,-
group_6963,CDKDDEHB_05923,+
qcrC,CDKDDEHB_04732,+
rtcB,CDKDDEHB_03546,+
group_6966,CDKDDEHB_04475,+
ybaK,CDKDDEHB_04822,-
group_6968,CDKDDEHB_00170,+
argD,CDKDDEHB_05273,+
nagF,CDKDDEHB_01781,-
group_6971,CDKDDEHB_04839,+
group_6972,CDKDDEHB_00813,-
egtD,CDKDDEHB_05676,-
group_6974,CDKDDEHB_05193,+
rhlE_2,CDKDDEHB_01101,+
gapN,CDKDDEHB_01166,-
scpB,CDKDDEHB_05059,+
group_6978,CDKDDEHB_04336,+
glmU,CDKDDEHB_02062,+
group_698,CDKDDEHB_00733,+
glbO,CDKDDEHB_04275,-
menG,CDKDDEHB_03625,+
group_6982,CDKDDEHB_02890,+
cbiET,CDKDDEHB_05298,+
pgdA,CDKDDEHB_00905,+
rodZ,CDKDDEHB_01113,-
group_6986,CDKDDEHB_01960,-
group_6987,CDKDDEHB_03230,-
rbsC_3,CDKDDEHB_00901,-
ndhI_1,CDKDDEHB_03637,+
group_699,CDKDDEHB_00734,-
lcfB_3,CDKDDEHB_05896,+
group_6991,CDKDDEHB_00416,-
group_6992,CDKDDEHB_01341,-
cca,CDKDDEHB_02990,-
ulaR,CDKDDEHB_04015,+
group_6995,CDKDDEHB_02616,-
actP,CDKDDEHB_05654,+
metY,CDKDDEHB_00869,-
soxR,CDKDDEHB_05126,+
group_6999,CDKDDEHB_00725,-
group_7,CDKDDEHB_02439,+
group_700,CDKDDEHB_00738,-
group_7000,CDKDDEHB_00750,+
group_7001,CDKDDEHB_05131,-
group_7002,CDKDDEHB_00235,+
icmF,CDKDDEHB_03857,+
group_7004,CDKDDEHB_02454,-
group_7005,CDKDDEHB_01068,+
group_7006,CDKDDEHB_04537,+
group_7007,CDKDDEHB_04609,-
group_7008,CDKDDEHB_00091,-
group_7009,CDKDDEHB_04246,+
group_701,CDKDDEHB_00744,-
group_7010,CDKDDEHB_01145,-
tatA_3,CDKDDEHB_05199,+
hisH,CDKDDEHB_04830,+
group_7013,CDKDDEHB_00095,-
group_7014,CDKDDEHB_00317,+
tatA_2,CDKDDEHB_03553,-
btsS,CDKDDEHB_05655,+
nagR_1,CDKDDEHB_00555,-
cseB_2,CDKDDEHB_03488,-
group_7019,CDKDDEHB_04723,-
group_702,CDKDDEHB_00747,-
tlyA,CDKDDEHB_05043,+
ndkA,CDKDDEHB_04333,+
aviRb_1,CDKDDEHB_04257,-
rnd,CDKDDEHB_00764,+
xylF,CDKDDEHB_00774,-
group_7025,CDKDDEHB_05476,+
iaaM,CDKDDEHB_05401,+
thrS,CDKDDEHB_05327,+
valS,CDKDDEHB_04330,+
rutG,CDKDDEHB_05405,-
argS,CDKDDEHB_03540,-
yqjG,CDKDDEHB_05593,+
fdhA_1,CDKDDEHB_00917,+
nagC_3,CDKDDEHB_04449,+
dppC,CDKDDEHB_05829,+
ssuD,CDKDDEHB_00166,+
yhfK,CDKDDEHB_03692,-
dasR,CDKDDEHB_01576,+
carB_1,CDKDDEHB_04019,-
arfB,CDKDDEHB_02417,-
yigZ,CDKDDEHB_05532,+
group_7041,CDKDDEHB_03633,+
pknD_1,CDKDDEHB_01866,-
tam_4,CDKDDEHB_01544,-
btuC_2,CDKDDEHB_02613,-
group_7045,CDKDDEHB_00345,+
zapE,CDKDDEHB_00746,+
group_7047,CDKDDEHB_04824,-
lyc,CDKDDEHB_01379,+
group_7049,CDKDDEHB_01608,-
group_705,CDKDDEHB_00749,+
group_7050,CDKDDEHB_00855,-
rcsC_1,CDKDDEHB_01116,-
alpha-LP,CDKDDEHB_05617,-
ptsH,CDKDDEHB_00030,+
udk,CDKDDEHB_04004,-
group_7055,CDKDDEHB_01765,-
hdpA,CDKDDEHB_01750,+
cysO_2,CDKDDEHB_02397,-
copR_1,CDKDDEHB_01435,-
yceD_4,CDKDDEHB_04533,+
tap_2,CDKDDEHB_00756,+
ftsY,CDKDDEHB_01227,-
luxA,CDKDDEHB_01448,+
moaC2,CDKDDEHB_02131,-
group_7063,CDKDDEHB_01104,+
group_7064,CDKDDEHB_00054,-
group_7065,CDKDDEHB_01784,-
devR_1,CDKDDEHB_00845,+
group_7067,CDKDDEHB_02135,-
ftsW,CDKDDEHB_04796,+
acdA_1,CDKDDEHB_00220,+
group_707,CDKDDEHB_00759,+
dapE_2,CDKDDEHB_01620,-
group_7071,CDKDDEHB_00351,-
folD_1,CDKDDEHB_03871,+
group_7073,CDKDDEHB_03975,+
leuA,CDKDDEHB_04412,+
chpE,CDKDDEHB_05025,+
group_7076,CDKDDEHB_00934,-
coaBC_3,CDKDDEHB_05379,+
acsA_1,CDKDDEHB_00644,-
group_7079,CDKDDEHB_03612,+
group_708,CDKDDEHB_00762,+
yhgF,CDKDDEHB_00285,+
decR_2,CDKDDEHB_03054,-
group_7082,CDKDDEHB_04755,+
group_7083,CDKDDEHB_04621,+
ppm1,CDKDDEHB_05426,+
vdh,CDKDDEHB_02841,+
ccpA_2,CDKDDEHB_00082,+
group_709,CDKDDEHB_00768,-
group_7090,CDKDDEHB_05305,+
group_7091,CDKDDEHB_04349,-
scoF_1,CDKDDEHB_02499,-
ureG_2,CDKDDEHB_05579,+
xseA,CDKDDEHB_04143,-
group_7095,CDKDDEHB_00252,-
rsmH,CDKDDEHB_04789,+
group_7097,CDKDDEHB_05152,+
group_7098,CDKDDEHB_03191,+
group_7099,CDKDDEHB_00445,-
group_710,CDKDDEHB_00782,+
ectA_2,CDKDDEHB_04964,-
group_7101,CDKDDEHB_01469,-
group_7102,CDKDDEHB_02904,-
desR_2,CDKDDEHB_03465,+
bbsG,CDKDDEHB_05138,-
polA,CDKDDEHB_04881,+
dctA2,CDKDDEHB_01405,-
group_7107,CDKDDEHB_04099,+
group_7108,CDKDDEHB_01335,-
group_7109,CDKDDEHB_01072,-
group_7110,CDKDDEHB_04364,+
group_7111,CDKDDEHB_00442,-
group_7112,CDKDDEHB_00273,-
group_7113,CDKDDEHB_00483,+
group_7114,CDKDDEHB_04222,-
glnM_2,CDKDDEHB_01085,+
sigF_1,CDKDDEHB_01489,-
group_7117,CDKDDEHB_03992,-
narG,CDKDDEHB_00410,+
group_7119,CDKDDEHB_05341,+
group_712,CDKDDEHB_00803,-
ppaT,CDKDDEHB_04965,-
pgm,CDKDDEHB_05589,-
group_7122,CDKDDEHB_01417,+
apeX,CDKDDEHB_00689,+
uvrA_1,CDKDDEHB_02866,-
group_7125,CDKDDEHB_01074,-
group_7126,CDKDDEHB_00532,+
group_7127,CDKDDEHB_03016,-
group_7128,CDKDDEHB_05629,-
group_7129,CDKDDEHB_00529,+
pncB1,CDKDDEHB_01792,+
ssb2,CDKDDEHB_02979,-
group_7132,CDKDDEHB_05351,+
hutU,CDKDDEHB_02620,+
group_7134,CDKDDEHB_04940,+
sad,CDKDDEHB_01487,-
group_7136,CDKDDEHB_02761,-
group_7137,CDKDDEHB_02583,-
bmr3_3,CDKDDEHB_04636,+
lipM,CDKDDEHB_00480,-
glcC,CDKDDEHB_00838,-
group_7140,CDKDDEHB_02765,-
group_7141,CDKDDEHB_04814,-
group_7142,CDKDDEHB_05423,-
pyrC,CDKDDEHB_05370,+
fabH_2,CDKDDEHB_04514,-
nanK_1,CDKDDEHB_00071,-
group_7146,CDKDDEHB_05887,-
mscL,CDKDDEHB_02141,+
group_7148,CDKDDEHB_01669,-
purN,CDKDDEHB_03868,+
group_715,CDKDDEHB_00844,+
group_7150,CDKDDEHB_00826,-
gcl,CDKDDEHB_00641,-
group_7152,CDKDDEHB_01245,+
group_7153,CDKDDEHB_00402,+
group_7154,CDKDDEHB_01003,-
group_7155,CDKDDEHB_00065,+
kdpD_2,CDKDDEHB_01000,-
bpoC,CDKDDEHB_03459,-
metH,CDKDDEHB_05176,+
group_7159,CDKDDEHB_05551,-
group_716,CDKDDEHB_00856,+
group_7160,CDKDDEHB_01677,+
lipB,CDKDDEHB_04691,-
wecA,CDKDDEHB_01470,-
group_7166,CDKDDEHB_04550,-
lrpC_2,CDKDDEHB_05542,-
group_7168,CDKDDEHB_03620,+
group_7169,CDKDDEHB_03614,+
menI,CDKDDEHB_00877,-
rdlB_1,CDKDDEHB_02170,-
group_7171,CDKDDEHB_01028,-
group_7172,CDKDDEHB_01790,-
group_7173,CDKDDEHB_04626,+
aroK,CDKDDEHB_05361,+
pxpA,CDKDDEHB_05767,+
group_7176,CDKDDEHB_05307,+
group_7177,CDKDDEHB_04342,+
suhB,CDKDDEHB_01013,-
efp,CDKDDEHB_05365,+
group_718,CDKDDEHB_00881,-
nfdA_2,CDKDDEHB_05425,+
rpmG2_3,CDKDDEHB_05705,-
trpE,CDKDDEHB_04838,+
group_7183,CDKDDEHB_04351,+
group_7184,CDKDDEHB_02773,+
group_7185,CDKDDEHB_03527,-
egtB_3,CDKDDEHB_05678,-
group_7187,CDKDDEHB_02957,-
carA,CDKDDEHB_05372,+
acdA_3,CDKDDEHB_05422,+
metE,CDKDDEHB_00885,-
mrdB,CDKDDEHB_04338,+
group_7191,CDKDDEHB_05907,+
group_7192,CDKDDEHB_04746,+
araG_1,CDKDDEHB_00392,-
proA_2,CDKDDEHB_04352,+
group_7195,CDKDDEHB_04129,-
livF_2,CDKDDEHB_04873,-
group_7197,CDKDDEHB_02557,+
group_7198,CDKDDEHB_04573,+
nmoA,CDKDDEHB_04386,+
group_720,CDKDDEHB_00892,-
group_7200,CDKDDEHB_01206,-
pknD_6,CDKDDEHB_03065,-
lvr_1,CDKDDEHB_01002,-
group_7203,CDKDDEHB_05149,+
group_7204,CDKDDEHB_04989,+
group_7205,CDKDDEHB_00249,-
group_7206,CDKDDEHB_03071,-
group_7207,CDKDDEHB_04234,-
group_7208,CDKDDEHB_01990,+
limB,CDKDDEHB_01726,-
pucD_3,CDKDDEHB_05751,-
group_7211,CDKDDEHB_03477,+
group_7212,CDKDDEHB_00246,-
nadB,CDKDDEHB_03476,+
group_7214,CDKDDEHB_01646,-
group_7215,CDKDDEHB_00259,+
fbiA,CDKDDEHB_01925,+
group_7217,CDKDDEHB_03043,-
group_7218,CDKDDEHB_05572,-
ytrE_1,CDKDDEHB_01001,-
rcdA_1,CDKDDEHB_00895,-
group_7220,CDKDDEHB_01322,-
ghrA_1,CDKDDEHB_01729,+
recG,CDKDDEHB_01240,-
group_7223,CDKDDEHB_03405,+
group_7224,CDKDDEHB_02981,+
glpQ1,CDKDDEHB_02909,+
purM,CDKDDEHB_02843,-
group_7227,CDKDDEHB_03074,-
iucC_2,CDKDDEHB_04187,-
group_7229,CDKDDEHB_04376,+
group_723,CDKDDEHB_00897,-
group_7230,CDKDDEHB_04248,-
group_7231,CDKDDEHB_05755,-
group_7235,CDKDDEHB_00083,-
group_7236,CDKDDEHB_04021,-
group_7237,CDKDDEHB_05346,-
group_7238,CDKDDEHB_04510,-
group_7239,CDKDDEHB_05347,-
nagC_2,CDKDDEHB_00903,+
radA_2,CDKDDEHB_03495,-
ygiC,CDKDDEHB_03899,+
group_7242,CDKDDEHB_04966,+
group_7243,CDKDDEHB_03219,+
group_7244,CDKDDEHB_04116,+
cseC,CDKDDEHB_03487,-
group_7246,CDKDDEHB_05468,+
group_7247,CDKDDEHB_01991,-
group_7248,CDKDDEHB_01193,-
priA_2,CDKDDEHB_05385,+
livF_3,CDKDDEHB_05882,-
group_7251,CDKDDEHB_01606,+
yidC_2,CDKDDEHB_03003,-
ndhS,CDKDDEHB_00657,-
treZ,CDKDDEHB_00735,+
group_7255,CDKDDEHB_04913,-
group_7256,CDKDDEHB_04910,+
rsbV_1,CDKDDEHB_01968,-
pyrD,CDKDDEHB_05374,+
mmr,CDKDDEHB_02575,+
group_7260,CDKDDEHB_00321,+
cdhR_4,CDKDDEHB_03768,+
group_7262,CDKDDEHB_05291,-
shc,CDKDDEHB_00265,-
group_7264,CDKDDEHB_00484,-
ftsQ,CDKDDEHB_04798,+
dhpH_2,CDKDDEHB_05881,+
gabP_2,CDKDDEHB_04313,-
ddl_1,CDKDDEHB_01247,-
group_7269,CDKDDEHB_02713,-
group_7270,CDKDDEHB_02289,+
group_7271,CDKDDEHB_01447,-
dinG_1,CDKDDEHB_00729,-
group_7273,CDKDDEHB_01055,-
hflX,CDKDDEHB_01070,-
lysS,CDKDDEHB_03541,+
glpQ_3,CDKDDEHB_05287,+
group_7277,CDKDDEHB_04829,+
galK,CDKDDEHB_02078,-
tatC,CDKDDEHB_05200,+
nth,CDKDDEHB_02727,-
group_7281,CDKDDEHB_03102,+
group_7282,CDKDDEHB_02394,+
group_7283,CDKDDEHB_05330,-
group_7284,CDKDDEHB_01556,-
pth,CDKDDEHB_02069,+
RBKS,CDKDDEHB_04401,+
nsrR,CDKDDEHB_01557,+
yliI,CDKDDEHB_00156,+
group_7289,CDKDDEHB_00561,+
group_729,CDKDDEHB_00941,+
pimA,CDKDDEHB_05333,+
cydB,CDKDDEHB_02936,-
group_7292,CDKDDEHB_03904,+
group_7293,CDKDDEHB_02921,+
group_7294,CDKDDEHB_01097,-
group_7295,CDKDDEHB_02994,+
pgl_2,CDKDDEHB_04927,-
pgi,CDKDDEHB_04926,+
group_7298,CDKDDEHB_03434,-
group_7299,CDKDDEHB_04332,+
group_730,CDKDDEHB_00956,-
ynbC,CDKDDEHB_01492,+
group_7301,CDKDDEHB_05609,+
smtB_2,CDKDDEHB_04848,-
group_7303,CDKDDEHB_00804,-
cugP_1,CDKDDEHB_01928,-
group_7305,CDKDDEHB_00494,+
group_7306,CDKDDEHB_01755,-
dasC_1,CDKDDEHB_00972,+
ydjE_1,CDKDDEHB_00365,+
group_7309,CDKDDEHB_01581,-
gap2_1,CDKDDEHB_00960,+
oppD_4,CDKDDEHB_01694,-
decR_1,CDKDDEHB_00840,+
rep_2,CDKDDEHB_01622,-
srlR_1,CDKDDEHB_00026,+
abgT,CDKDDEHB_05004,-
hdfR_3,CDKDDEHB_01856,-
adk,CDKDDEHB_03749,+
group_7317,CDKDDEHB_05215,-
group_7318,CDKDDEHB_01800,-
nuoC,CDKDDEHB_03631,+
group_7320,CDKDDEHB_00850,+
deaD_2,CDKDDEHB_02498,-
group_7322,CDKDDEHB_03626,-
btuD_19,CDKDDEHB_04244,+
iscS_1,CDKDDEHB_01347,-
group_7325,CDKDDEHB_05250,+
sigG,CDKDDEHB_03983,-
bauC_2,CDKDDEHB_04242,+
group_7328,CDKDDEHB_05603,-
group_7329,CDKDDEHB_04059,-
group_7330,CDKDDEHB_04730,-
qcrA,CDKDDEHB_04733,+
gcvP,CDKDDEHB_05471,+
cmpB,CDKDDEHB_00719,+
acsA_4,CDKDDEHB_05453,+
yidD,CDKDDEHB_03004,-
drdI,CDKDDEHB_01898,-
group_7337,CDKDDEHB_05206,+
araD,CDKDDEHB_03313,-
nagB_1,CDKDDEHB_01571,+
rlmCD,CDKDDEHB_00993,-
kstR2_1,CDKDDEHB_05124,+
rph,CDKDDEHB_01780,-
group_7342,CDKDDEHB_00315,-
ppx1,CDKDDEHB_03501,+
tpiA,CDKDDEHB_04923,+
ruvA,CDKDDEHB_05339,+
group_7346,CDKDDEHB_05462,+
group_7347,CDKDDEHB_02073,+
group_7348,CDKDDEHB_03354,+
group_7349,CDKDDEHB_03697,+
gntR_1,CDKDDEHB_01026,-
rpmG2_2,CDKDDEHB_03696,+
group_7351,CDKDDEHB_00717,+
yjcG,CDKDDEHB_03910,+
group_7353,CDKDDEHB_01029,-
murJ,CDKDDEHB_02992,+
dxr,CDKDDEHB_01164,-
group_7356,CDKDDEHB_03094,-
dhaK,CDKDDEHB_04680,+
gdh_2,CDKDDEHB_03258,+
group_7359,CDKDDEHB_05664,-
group_736,CDKDDEHB_01027,-
group_7360,CDKDDEHB_04011,-
group_7361,CDKDDEHB_01909,-
group_7362,CDKDDEHB_05318,+
group_7363,CDKDDEHB_03628,-
