Gene,albidoflavus_W68,Sign
group_6650,PCKCKJGC_05891,+
gph_7,PCKCKJGC_05123,+
group_6652,PCKCKJGC_05890,+
group_6653,PCKCKJGC_00426,-
nanR_1,PCKCKJGC_01113,-
nuoL,PCKCKJGC_03629,+
upp_1,PCKCKJGC_03111,+
deoA,PCKCKJGC_03942,+
group_6658,PCKCKJGC_03306,+
nagR_5,PCKCKJGC_05514,+
ogt_1,PCKCKJGC_00623,-
group_6660,PCKCKJGC_05125,-
mshC,PCKCKJGC_05116,+
group_6662,PCKCKJGC_04656,-
crtB_1,PCKCKJGC_00419,-
group_6664,PCKCKJGC_01198,+
group_6665,PCKCKJGC_01755,-
metF,PCKCKJGC_04723,+
bfr,PCKCKJGC_04713,-
treS,PCKCKJGC_01471,+
carB_2,PCKCKJGC_05342,+
group_667,PCKCKJGC_00639,-
purA,PCKCKJGC_02812,-
prtV,PCKCKJGC_01897,-
ecm,PCKCKJGC_00607,+
citT_2,PCKCKJGC_05725,+
uvrA_2,PCKCKJGC_04859,+
gatB,PCKCKJGC_01405,-
groL1,PCKCKJGC_03780,+
group_6677,PCKCKJGC_03674,+
rhaS,PCKCKJGC_04125,-
dksA,PCKCKJGC_04751,+
group_668,PCKCKJGC_00643,-
ldtB_3,PCKCKJGC_03991,+
dinF,PCKCKJGC_03029,-
group_6682,PCKCKJGC_04062,+
gsiC_2,PCKCKJGC_01229,-
rplI,PCKCKJGC_03028,+
moaA,PCKCKJGC_00413,-
glpK_1,PCKCKJGC_05119,-
group_6687,PCKCKJGC_05110,+
tatB,PCKCKJGC_01756,-
nadA,PCKCKJGC_04663,-
group_669,PCKCKJGC_00644,-
yidH,PCKCKJGC_05089,-
fur,PCKCKJGC_02683,-
mcl1,PCKCKJGC_00608,+
group_6693,PCKCKJGC_00677,+
aroA,PCKCKJGC_01690,+
metK,PCKCKJGC_05349,+
group_6696,PCKCKJGC_00846,-
aidB_1,PCKCKJGC_00659,-
group_6709,PCKCKJGC_03003,+
btuD_4,PCKCKJGC_00662,+
pucD_2,PCKCKJGC_01929,-
group_6711,PCKCKJGC_01188,+
tsf,PCKCKJGC_01273,-
group_6713,PCKCKJGC_03451,+
clpC1,PCKCKJGC_03474,+
panB,PCKCKJGC_04564,-
group_6716,PCKCKJGC_01632,-
lfrA_1,PCKCKJGC_05905,+
yheI,PCKCKJGC_00665,-
group_6720,PCKCKJGC_05414,-
rnj,PCKCKJGC_01194,-
nudC_1,PCKCKJGC_01719,-
group_6723,PCKCKJGC_04873,-
pepN_1,PCKCKJGC_04243,-
group_6725,PCKCKJGC_04749,+
nusB,PCKCKJGC_05335,+
glgP,PCKCKJGC_01466,-
gmk,PCKCKJGC_05346,+
thiL,PCKCKJGC_01319,-
fepC_1,PCKCKJGC_00666,-
group_6730,PCKCKJGC_04452,+
gltD,PCKCKJGC_04801,+
pyrB,PCKCKJGC_05338,+
clpX,PCKCKJGC_04267,+
thiC,PCKCKJGC_03047,+
ask,PCKCKJGC_03249,+
group_6736,PCKCKJGC_03225,+
sufU,PCKCKJGC_04889,+
group_6738,PCKCKJGC_02248,+
rppA,PCKCKJGC_05790,-
group_674,PCKCKJGC_00679,-
pucD_1,PCKCKJGC_00763,-
bca_2,PCKCKJGC_01695,-
gylR,PCKCKJGC_05121,-
nhaK,PCKCKJGC_04755,+
msiK,PCKCKJGC_02616,+
group_6745,PCKCKJGC_05333,+
trpA_2,PCKCKJGC_04789,+
group_6747,PCKCKJGC_01018,-
rpmE2_2,PCKCKJGC_05675,-
group_6749,PCKCKJGC_04825,-
kimA,PCKCKJGC_01062,-
arnC,PCKCKJGC_05059,-
group_6752,PCKCKJGC_05508,-
pigE,PCKCKJGC_00412,-
lutA,PCKCKJGC_00940,-
lutP_1,PCKCKJGC_00941,+
group_676,PCKCKJGC_00689,+
srlR_2,PCKCKJGC_00232,+
group_6761,PCKCKJGC_04549,+
group_6762,PCKCKJGC_05858,-
rutE,PCKCKJGC_04091,-
yrdA,PCKCKJGC_05491,+
group_6765,PCKCKJGC_03406,+
hcaB_1,PCKCKJGC_02213,-
group_6767,PCKCKJGC_03231,-
pimB_2,PCKCKJGC_04695,+
group_6769,PCKCKJGC_04245,-
group_677,PCKCKJGC_00701,-
artQ_2,PCKCKJGC_01835,+
apeB,PCKCKJGC_02926,+
asnC_1,PCKCKJGC_00292,+
gsiC_3,PCKCKJGC_05803,+
glgE1,PCKCKJGC_01470,+
gsiD_2,PCKCKJGC_01208,+
pepPI,PCKCKJGC_03075,-
oxyR_1,PCKCKJGC_04066,-
group_6778,PCKCKJGC_00207,-
map,PCKCKJGC_04559,-
group_678,PCKCKJGC_00714,-
glpK_2,PCKCKJGC_05728,-
leuS,PCKCKJGC_04309,+
group_6782,PCKCKJGC_02134,+
thiG,PCKCKJGC_04717,-
group_6784,PCKCKJGC_04822,-
proA_1,PCKCKJGC_03388,-
group_6786,PCKCKJGC_02021,+
sasA_8,PCKCKJGC_04685,-
entS_4,PCKCKJGC_02415,-
group_6789,PCKCKJGC_00791,+
group_679,PCKCKJGC_00722,-
group_6790,PCKCKJGC_02311,-
group_6791,PCKCKJGC_04321,+
group_6792,PCKCKJGC_04922,-
group_6793,PCKCKJGC_03036,-
arcA_2,PCKCKJGC_00924,-
yhhS,PCKCKJGC_03200,-
ddpF_1,PCKCKJGC_01210,+
alc,PCKCKJGC_04242,+
group_6798,PCKCKJGC_04718,-
ssgB_2,PCKCKJGC_01901,+
tagU_4,PCKCKJGC_02031,+
group_680,PCKCKJGC_00729,+
chpH,PCKCKJGC_05104,+
group_6801,PCKCKJGC_03905,-
group_6802,PCKCKJGC_05594,+
asd_2,PCKCKJGC_04244,-
group_6804,PCKCKJGC_05535,+
fbiC,PCKCKJGC_02313,-
atpH,PCKCKJGC_01563,-
dasC_4,PCKCKJGC_01933,-
group_6808,PCKCKJGC_04233,+
miaB,PCKCKJGC_01148,-
group_681,PCKCKJGC_00758,+
group_6810,PCKCKJGC_05165,+
mqnD,PCKCKJGC_02428,+
dcuR,PCKCKJGC_01501,+
mch,PCKCKJGC_00609,+
group_6814,PCKCKJGC_05383,-
nagC_5,PCKCKJGC_05515,-
group_6816,PCKCKJGC_01700,-
group_6817,PCKCKJGC_01328,-
dnaA,PCKCKJGC_03000,-
group_6819,PCKCKJGC_03301,+
group_682,PCKCKJGC_00769,-
group_6820,PCKCKJGC_01025,-
drrA_5,PCKCKJGC_04006,+
btuD_22,PCKCKJGC_04764,+
sseC2,PCKCKJGC_02691,-
group_6824,PCKCKJGC_01508,-
group_6825,PCKCKJGC_01028,-
yajO_1,PCKCKJGC_02412,+
rodA_2,PCKCKJGC_02968,+
trmD,PCKCKJGC_01287,-
rpiB,PCKCKJGC_04255,+
group_683,PCKCKJGC_00777,+
group_6830,PCKCKJGC_03195,+
bca_1,PCKCKJGC_00744,+
ligA,PCKCKJGC_01410,-
serC,PCKCKJGC_02393,+
group_6834,PCKCKJGC_02215,-
bglA_1,PCKCKJGC_00381,+
group_6836,PCKCKJGC_05075,+
murE,PCKCKJGC_04737,+
kynA_1,PCKCKJGC_02822,-
group_6839,PCKCKJGC_05600,+
group_684,PCKCKJGC_00784,-
group_6843,PCKCKJGC_05604,+
group_6844,PCKCKJGC_03043,+
mdtD_1,PCKCKJGC_00363,+
hemA,PCKCKJGC_03522,+
xylB_1,PCKCKJGC_00346,+
ltaE,PCKCKJGC_00255,-
group_6849,PCKCKJGC_05127,+
group_685,PCKCKJGC_00794,+
add,PCKCKJGC_03953,+
prr_1,PCKCKJGC_01250,-
lutP_2,PCKCKJGC_02015,-
group_6857,PCKCKJGC_01640,-
thlA_1,PCKCKJGC_00366,-
group_6859,PCKCKJGC_04979,-
group_686,PCKCKJGC_00796,-
gmd,PCKCKJGC_05831,+
group_6861,PCKCKJGC_05645,-
murD,PCKCKJGC_04740,+
group_6863,PCKCKJGC_00741,-
yhdG_1,PCKCKJGC_00884,-
group_6865,PCKCKJGC_04844,+
group_6866,PCKCKJGC_03940,+
group_6867,PCKCKJGC_02373,-
clpP2_1,PCKCKJGC_00383,-
cynR_2,PCKCKJGC_03782,+
group_687,PCKCKJGC_00797,+
menH_1,PCKCKJGC_01734,-
proP_2,PCKCKJGC_01878,+
msrB,PCKCKJGC_00859,-
group_6873,PCKCKJGC_02986,+
yceI_1,PCKCKJGC_03099,-
group_6875,PCKCKJGC_04842,+
group_6876,PCKCKJGC_00862,-
mqnC,PCKCKJGC_03611,+
group_6878,PCKCKJGC_02889,+
group_6879,PCKCKJGC_01411,-
group_688,PCKCKJGC_00812,+
mlc_2,PCKCKJGC_05580,-
group_6881,PCKCKJGC_02782,-
group_6882,PCKCKJGC_00495,+
fumC,PCKCKJGC_04079,-
group_6884,PCKCKJGC_04609,-
mutB,PCKCKJGC_04610,-
group_6886,PCKCKJGC_00530,-
gsiD_3,PCKCKJGC_01228,-
moaA2_2,PCKCKJGC_04950,+
pafB,PCKCKJGC_05141,+
group_689,PCKCKJGC_00814,+
group_6890,PCKCKJGC_05438,-
pheS,PCKCKJGC_05187,+
group_6892,PCKCKJGC_01199,-
ssgB_1,PCKCKJGC_00460,+
nagZ_2,PCKCKJGC_01672,-
group_6895,PCKCKJGC_03918,+
ribH,PCKCKJGC_05379,+
uvrD1,PCKCKJGC_03830,+
argB,PCKCKJGC_05241,+
group_6899,PCKCKJGC_01218,-
group_690,PCKCKJGC_00815,-
group_6900,PCKCKJGC_01737,+
group_6901,PCKCKJGC_04067,+
group_6902,PCKCKJGC_01941,-
rplO,PCKCKJGC_03728,+
group_6904,PCKCKJGC_04477,+
argR,PCKCKJGC_05243,+
katA_1,PCKCKJGC_02040,-
group_6907,PCKCKJGC_02896,+
tmpC,PCKCKJGC_03937,+
gshA_2,PCKCKJGC_05440,+
fpg1,PCKCKJGC_01307,-
group_6911,PCKCKJGC_00456,-
clpB,PCKCKJGC_02840,-
group_6913,PCKCKJGC_00970,+
nuoG,PCKCKJGC_03624,+
group_6915,PCKCKJGC_05034,+
group_6916,PCKCKJGC_05069,+
group_6917,PCKCKJGC_04967,+
mmgC_3,PCKCKJGC_04148,-
pccB,PCKCKJGC_01353,-
group_692,PCKCKJGC_00820,+
group_6920,PCKCKJGC_01091,-
group_6921,PCKCKJGC_03412,-
cytR_2,PCKCKJGC_00521,-
group_6923,PCKCKJGC_04632,-
macB,PCKCKJGC_02575,-
iscS_2,PCKCKJGC_04669,-
mec,PCKCKJGC_01889,-
frcC,PCKCKJGC_00695,-
group_6928,PCKCKJGC_05851,+
group_6929,PCKCKJGC_05422,-
cysNC,PCKCKJGC_00828,+
group_6930,PCKCKJGC_02296,-
group_6931,PCKCKJGC_04414,+
group_6932,PCKCKJGC_02426,+
frdB,PCKCKJGC_05642,+
dprE2,PCKCKJGC_03895,-
group_6935,PCKCKJGC_05175,-
group_6936,PCKCKJGC_05019,-
sir,PCKCKJGC_00823,+
gloB_1,PCKCKJGC_03276,+
xylH,PCKCKJGC_02703,-
group_694,PCKCKJGC_00829,+
agaA,PCKCKJGC_02522,+
rho,PCKCKJGC_01575,-
group_6942,PCKCKJGC_00685,+
sasA_5,PCKCKJGC_02060,-
group_6944,PCKCKJGC_03952,-
dnaG,PCKCKJGC_04417,-
group_6946,PCKCKJGC_03170,-
gabD2,PCKCKJGC_03795,+
group_6948,PCKCKJGC_00705,-
lutR,PCKCKJGC_03322,+
group_695,PCKCKJGC_00840,+
gdh_1,PCKCKJGC_01974,-
cytR_3,PCKCKJGC_04585,-
dctA_2,PCKCKJGC_03568,+
group_6953,PCKCKJGC_02914,+
group_6954,PCKCKJGC_02646,+
group_6955,PCKCKJGC_04999,-
group_6956,PCKCKJGC_02430,+
group_6957,PCKCKJGC_01646,+
group_6958,PCKCKJGC_05798,+
group_6959,PCKCKJGC_03062,+
treY,PCKCKJGC_00848,+
group_6960,PCKCKJGC_03493,+
aldA,PCKCKJGC_03968,-
nadE,PCKCKJGC_04567,-
group_6963,PCKCKJGC_05896,+
qcrC,PCKCKJGC_04676,+
rtcB,PCKCKJGC_03538,+
group_6966,PCKCKJGC_04413,+
ybaK,PCKCKJGC_04767,-
group_6968,PCKCKJGC_00321,+
argD,PCKCKJGC_05242,+
nagF,PCKCKJGC_01883,-
group_6971,PCKCKJGC_04784,+
group_6972,PCKCKJGC_00919,-
egtD,PCKCKJGC_05647,-
group_6974,PCKCKJGC_05139,+
rhlE_2,PCKCKJGC_01172,+
gapN,PCKCKJGC_01238,-
scpB,PCKCKJGC_05007,+
group_6978,PCKCKJGC_04276,+
glmU,PCKCKJGC_02166,+
group_698,PCKCKJGC_00850,+
glbO,PCKCKJGC_04213,-
menG,PCKCKJGC_03613,+
group_6982,PCKCKJGC_03101,-
cbiET,PCKCKJGC_05267,+
pgdA,PCKCKJGC_01009,+
rodZ,PCKCKJGC_01184,-
group_6986,PCKCKJGC_02056,-
group_6987,PCKCKJGC_02783,+
rbsC_3,PCKCKJGC_01005,-
ndhI_1,PCKCKJGC_03626,+
group_699,PCKCKJGC_00851,-
lcfB_3,PCKCKJGC_05870,+
group_6991,PCKCKJGC_00566,-
group_6992,PCKCKJGC_01412,-
cca,PCKCKJGC_03015,+
ulaR,PCKCKJGC_03975,+
group_6995,PCKCKJGC_03351,+
actP,PCKCKJGC_05625,+
metY,PCKCKJGC_00968,-
soxR,PCKCKJGC_05073,+
group_6999,PCKCKJGC_00841,-
group_7,PCKCKJGC_02554,+
group_700,PCKCKJGC_00855,-
group_7000,PCKCKJGC_00866,+
group_7001,PCKCKJGC_05078,-
group_7002,PCKCKJGC_00388,+
icmF,PCKCKJGC_03835,+
group_7004,PCKCKJGC_02568,-
group_7005,PCKCKJGC_01137,+
group_7006,PCKCKJGC_04479,+
group_7007,PCKCKJGC_04548,-
group_7008,PCKCKJGC_00257,-
group_7009,PCKCKJGC_04182,+
group_701,PCKCKJGC_00861,-
group_7010,PCKCKJGC_01216,-
tatA_3,PCKCKJGC_05145,+
hisH,PCKCKJGC_04775,+
group_7013,PCKCKJGC_00261,-
group_7014,PCKCKJGC_00469,+
tatA_2,PCKCKJGC_03545,-
btsS,PCKCKJGC_05626,+
nagR_1,PCKCKJGC_00697,-
cseB_2,PCKCKJGC_03478,-
group_7019,PCKCKJGC_04667,-
group_702,PCKCKJGC_00864,-
tlyA,PCKCKJGC_04991,+
ndkA,PCKCKJGC_04273,+
aviRb_1,PCKCKJGC_04192,-
rnd,PCKCKJGC_00878,+
xylF,PCKCKJGC_00888,-
group_7025,PCKCKJGC_05442,+
iaaM,PCKCKJGC_05366,+
thrS,PCKCKJGC_05296,+
valS,PCKCKJGC_04270,+
rutG,PCKCKJGC_05370,-
argS,PCKCKJGC_03532,-
yqjG,PCKCKJGC_05558,+
fdhA_1,PCKCKJGC_01013,+
nagC_3,PCKCKJGC_04379,+
dppC,PCKCKJGC_05804,+
ssuD,PCKCKJGC_00317,+
yhfK,PCKCKJGC_03668,-
dasR,PCKCKJGC_01676,+
carB_1,PCKCKJGC_03978,-
arfB,PCKCKJGC_02530,-
yigZ,PCKCKJGC_05495,+
group_7041,PCKCKJGC_03622,+
pknD_1,PCKCKJGC_01960,-
tam_4,PCKCKJGC_01645,-
btuC_2,PCKCKJGC_03357,+
group_7045,PCKCKJGC_00494,+
zapE,PCKCKJGC_00863,+
group_7047,PCKCKJGC_04769,-
lyc,PCKCKJGC_01453,+
group_7049,PCKCKJGC_01708,-
group_705,PCKCKJGC_00865,+
group_7050,PCKCKJGC_00959,-
rcsC_1,PCKCKJGC_01187,-
alpha-LP,PCKCKJGC_05586,-
ptsH,PCKCKJGC_00201,+
udk,PCKCKJGC_03965,-
group_7055,PCKCKJGC_01867,-
hdpA,PCKCKJGC_01851,+
cysO_2,PCKCKJGC_02500,-
copR_1,PCKCKJGC_01527,-
yceD_4,PCKCKJGC_04475,+
tap_2,PCKCKJGC_00870,+
ftsY,PCKCKJGC_01301,-
luxA,PCKCKJGC_01546,+
moaC2,PCKCKJGC_02230,-
group_7063,PCKCKJGC_01175,+
group_7064,PCKCKJGC_00217,-
group_7065,PCKCKJGC_01886,-
devR_1,PCKCKJGC_00949,+
group_7067,PCKCKJGC_02234,-
ftsW,PCKCKJGC_04741,+
acdA_1,PCKCKJGC_00372,+
group_707,PCKCKJGC_00873,+
dapE_2,PCKCKJGC_01720,-
group_7071,PCKCKJGC_00500,-
folD_1,PCKCKJGC_03850,+
group_7073,PCKCKJGC_03939,+
leuA,PCKCKJGC_04354,+
chpE,PCKCKJGC_04973,+
group_7076,PCKCKJGC_01029,-
coaBC_3,PCKCKJGC_05348,+
acsA_1,PCKCKJGC_00753,-
group_7079,PCKCKJGC_03602,+
group_708,PCKCKJGC_00876,+
yhgF,PCKCKJGC_00437,+
decR_2,PCKCKJGC_02954,+
group_7082,PCKCKJGC_04701,+
group_7083,PCKCKJGC_04560,+
ppm1,PCKCKJGC_05392,+
vdh,PCKCKJGC_03165,-
ccpA_2,PCKCKJGC_00247,+
group_709,PCKCKJGC_00882,-
group_7090,PCKCKJGC_05274,+
group_7091,PCKCKJGC_04290,-
scoF_1,PCKCKJGC_02601,-
ureG_2,PCKCKJGC_05543,+
xseA,PCKCKJGC_04093,-
group_7095,PCKCKJGC_00402,-
rsmH,PCKCKJGC_04735,+
group_7097,PCKCKJGC_05099,+
group_7098,PCKCKJGC_02833,-
group_7099,PCKCKJGC_00598,-
group_710,PCKCKJGC_00896,+
ectA_2,PCKCKJGC_04909,-
group_7101,PCKCKJGC_01567,-
group_7102,PCKCKJGC_03085,+
desR_2,PCKCKJGC_03455,+
bbsG,PCKCKJGC_05085,-
polA,PCKCKJGC_04826,+
dctA2,PCKCKJGC_01499,-
group_7107,PCKCKJGC_04047,+
group_7108,PCKCKJGC_01406,-
group_7109,PCKCKJGC_01141,-
group_7110,PCKCKJGC_04306,+
group_7111,PCKCKJGC_00591,-
group_7112,PCKCKJGC_00423,-
group_7113,PCKCKJGC_00636,+
group_7114,PCKCKJGC_04157,-
glnM_2,PCKCKJGC_01154,+
sigF_1,PCKCKJGC_01590,-
group_7117,PCKCKJGC_03955,-
narG,PCKCKJGC_00559,+
group_7119,PCKCKJGC_05310,+
group_712,PCKCKJGC_00909,-
ppaT,PCKCKJGC_04910,-
pgm,PCKCKJGC_05554,-
group_7122,PCKCKJGC_01511,+
apeX,PCKCKJGC_00798,+
uvrA_1,PCKCKJGC_03124,+
group_7125,PCKCKJGC_01143,-
group_7126,PCKCKJGC_00675,+
group_7127,PCKCKJGC_02990,+
group_7128,PCKCKJGC_05599,-
group_7129,PCKCKJGC_00671,+
pncB1,PCKCKJGC_01894,+
ssb2,PCKCKJGC_03026,+
group_7132,PCKCKJGC_05320,+
hutU,PCKCKJGC_03347,-
group_7134,PCKCKJGC_04885,+
sad,PCKCKJGC_01588,-
group_7136,PCKCKJGC_03246,+
group_7137,PCKCKJGC_03381,+
bmr3_3,PCKCKJGC_04576,+
lipM,PCKCKJGC_00633,-
glcC,PCKCKJGC_00942,-
group_7140,PCKCKJGC_03242,+
group_7141,PCKCKJGC_04759,-
group_7142,PCKCKJGC_05388,-
pyrC,PCKCKJGC_05339,+
fabH_2,PCKCKJGC_04456,-
nanK_1,PCKCKJGC_00236,-
group_7146,PCKCKJGC_05860,-
mscL,PCKCKJGC_02240,+
group_7148,PCKCKJGC_01773,-
purN,PCKCKJGC_03847,+
group_715,PCKCKJGC_00948,+
group_7150,PCKCKJGC_00930,-
gcl,PCKCKJGC_00750,-
group_7152,PCKCKJGC_01320,+
group_7153,PCKCKJGC_00551,+
group_7154,PCKCKJGC_01071,-
group_7155,PCKCKJGC_00230,+
kdpD_2,PCKCKJGC_01068,-
bpoC,PCKCKJGC_03449,-
metH,PCKCKJGC_05122,+
group_7159,PCKCKJGC_05513,-
group_716,PCKCKJGC_00960,+
group_7160,PCKCKJGC_01781,+
lipB,PCKCKJGC_04634,-
wecA,PCKCKJGC_01568,-
group_7166,PCKCKJGC_04492,-
lrpC_2,PCKCKJGC_05504,-
group_7168,PCKCKJGC_03608,+
group_7169,PCKCKJGC_03604,+
menI,PCKCKJGC_00976,-
rdlB_1,PCKCKJGC_02269,-
group_7171,PCKCKJGC_01095,-
group_7172,PCKCKJGC_01892,-
group_7173,PCKCKJGC_04565,+
aroK,PCKCKJGC_05330,+
pxpA,PCKCKJGC_05751,+
group_7176,PCKCKJGC_05276,+
group_7177,PCKCKJGC_04283,+
suhB,PCKCKJGC_01081,-
efp,PCKCKJGC_05334,+
group_718,PCKCKJGC_00981,-
nfdA_2,PCKCKJGC_05391,+
rpmG2_3,PCKCKJGC_05676,-
trpE,PCKCKJGC_04783,+
group_7183,PCKCKJGC_04292,+
group_7184,PCKCKJGC_03234,-
group_7185,PCKCKJGC_03517,-
egtB_3,PCKCKJGC_05649,-
group_7187,PCKCKJGC_03032,+
carA,PCKCKJGC_05341,+
acdA_3,PCKCKJGC_05387,+
metE,PCKCKJGC_00985,-
mrdB,PCKCKJGC_04278,+
group_7191,PCKCKJGC_05881,+
group_7192,PCKCKJGC_04691,+
araG_1,PCKCKJGC_00541,-
proA_2,PCKCKJGC_04293,+
group_7195,PCKCKJGC_04076,-
livF_2,PCKCKJGC_04818,-
group_7197,PCKCKJGC_02620,+
group_7198,PCKCKJGC_04515,+
nmoA,PCKCKJGC_04327,+
group_720,PCKCKJGC_00995,-
group_7200,PCKCKJGC_01280,-
pknD_6,PCKCKJGC_02943,+
lvr_1,PCKCKJGC_01070,-
group_7203,PCKCKJGC_05096,+
group_7204,PCKCKJGC_04936,+
group_7205,PCKCKJGC_00399,-
group_7206,PCKCKJGC_02936,+
group_7207,PCKCKJGC_04169,-
group_7208,PCKCKJGC_02089,+
limB,PCKCKJGC_01827,-
pucD_3,PCKCKJGC_05719,-
group_7211,PCKCKJGC_03467,+
group_7212,PCKCKJGC_00396,-
nadB,PCKCKJGC_03466,+
group_7214,PCKCKJGC_01747,-
group_7215,PCKCKJGC_00409,+
fbiA,PCKCKJGC_02022,+
group_7217,PCKCKJGC_02965,+
group_7218,PCKCKJGC_05536,-
ytrE_1,PCKCKJGC_01069,-
rcdA_1,PCKCKJGC_00999,-
group_7220,PCKCKJGC_01395,-
ghrA_1,PCKCKJGC_01830,+
recG,PCKCKJGC_01314,-
group_7223,PCKCKJGC_03396,+
group_7224,PCKCKJGC_03024,-
glpQ1,PCKCKJGC_03080,-
purM,PCKCKJGC_03163,+
group_7227,PCKCKJGC_02933,+
iucC_2,PCKCKJGC_04131,-
group_7229,PCKCKJGC_04318,+
group_723,PCKCKJGC_01001,-
group_7230,PCKCKJGC_04183,-
group_7231,PCKCKJGC_05723,-
group_7235,PCKCKJGC_00248,-
group_7236,PCKCKJGC_03980,-
group_7237,PCKCKJGC_05315,-
group_7238,PCKCKJGC_04451,-
group_7239,PCKCKJGC_05316,-
nagC_2,PCKCKJGC_01007,+
radA_2,PCKCKJGC_03485,-
ygiC,PCKCKJGC_03879,+
group_7242,PCKCKJGC_04911,+
group_7243,PCKCKJGC_02804,-
group_7244,PCKCKJGC_04063,+
cseC,PCKCKJGC_03477,-
group_7246,PCKCKJGC_05434,+
group_7247,PCKCKJGC_02090,-
group_7248,PCKCKJGC_01267,-
priA_2,PCKCKJGC_05350,+
livF_3,PCKCKJGC_05855,-
group_7251,PCKCKJGC_01706,+
yidC_2,PCKCKJGC_03002,+
ndhS,PCKCKJGC_00764,-
treZ,PCKCKJGC_00852,+
group_7255,PCKCKJGC_04858,-
group_7256,PCKCKJGC_04855,+
rsbV_1,PCKCKJGC_02065,-
pyrD,PCKCKJGC_05343,+
mmr,PCKCKJGC_02638,+
group_7260,PCKCKJGC_00473,+
cdhR_4,PCKCKJGC_03747,+
group_7262,PCKCKJGC_05260,-
shc,PCKCKJGC_00415,-
group_7264,PCKCKJGC_00637,-
ftsQ,PCKCKJGC_04743,+
dhpH_2,PCKCKJGC_05854,+
gabP_2,PCKCKJGC_04252,-
ddl_1,PCKCKJGC_01322,-
group_7269,PCKCKJGC_03292,+
group_7270,PCKCKJGC_02390,+
group_7271,PCKCKJGC_01545,-
dinG_1,PCKCKJGC_00845,-
group_7273,PCKCKJGC_01123,-
hflX,PCKCKJGC_01139,-
lysS,PCKCKJGC_03533,+
glpQ_3,PCKCKJGC_05256,+
group_7277,PCKCKJGC_04774,+
galK,PCKCKJGC_02181,-
tatC,PCKCKJGC_05146,+
nth,PCKCKJGC_03278,+
group_7281,PCKCKJGC_02904,-
group_7282,PCKCKJGC_02497,+
group_7283,PCKCKJGC_05299,-
group_7284,PCKCKJGC_01657,-
pth,PCKCKJGC_02172,+
RBKS,PCKCKJGC_04343,+
nsrR,PCKCKJGC_01658,+
yliI,PCKCKJGC_00304,+
group_7289,PCKCKJGC_00704,+
group_729,PCKCKJGC_01035,+
pimA,PCKCKJGC_05302,+
cydB,PCKCKJGC_03053,+
group_7292,PCKCKJGC_03884,+
group_7293,PCKCKJGC_03068,-
group_7294,PCKCKJGC_01168,-
group_7295,PCKCKJGC_03011,-
pgl_2,PCKCKJGC_04872,-
pgi,PCKCKJGC_04871,+
group_7298,PCKCKJGC_03423,-
group_7299,PCKCKJGC_04272,+
group_730,PCKCKJGC_01041,-
ynbC,PCKCKJGC_01593,+
group_7301,PCKCKJGC_05578,+
smtB_2,PCKCKJGC_04793,-
group_7303,PCKCKJGC_00910,-
cugP_1,PCKCKJGC_02025,-
group_7305,PCKCKJGC_00647,+
group_7306,PCKCKJGC_01856,-
dasC_1,PCKCKJGC_01049,+
ydjE_1,PCKCKJGC_00514,+
group_7309,PCKCKJGC_01681,-
gap2_1,PCKCKJGC_01045,+
oppD_4,PCKCKJGC_01797,-
decR_1,PCKCKJGC_00944,+
rep_2,PCKCKJGC_01722,-
srlR_1,PCKCKJGC_00198,+
abgT,PCKCKJGC_04952,-
hdfR_3,PCKCKJGC_01950,-
adk,PCKCKJGC_03730,+
group_7317,PCKCKJGC_05162,-
group_7318,PCKCKJGC_01902,-
nuoC,PCKCKJGC_03619,+
group_7320,PCKCKJGC_00954,+
deaD_2,PCKCKJGC_02600,-
group_7322,PCKCKJGC_03614,-
btuD_19,PCKCKJGC_04179,+
iscS_1,PCKCKJGC_01418,-
group_7325,PCKCKJGC_05227,+
sigG,PCKCKJGC_03945,-
bauC_2,PCKCKJGC_04176,+
group_7328,PCKCKJGC_05572,-
group_7329,PCKCKJGC_04023,-
group_7330,PCKCKJGC_04674,-
qcrA,PCKCKJGC_04677,+
gcvP,PCKCKJGC_05437,+
cmpB,PCKCKJGC_00832,+
acsA_4,PCKCKJGC_05419,+
yidD,PCKCKJGC_03001,+
drdI,PCKCKJGC_01989,-
group_7337,PCKCKJGC_05152,+
araD,PCKCKJGC_02710,+
nagB_1,PCKCKJGC_01671,+
rlmCD,PCKCKJGC_01061,-
kstR2_1,PCKCKJGC_05071,+
rph,PCKCKJGC_01882,-
group_7342,PCKCKJGC_00464,-
ppx1,PCKCKJGC_03491,+
tpiA,PCKCKJGC_04868,+
ruvA,PCKCKJGC_05308,+
group_7346,PCKCKJGC_05428,+
group_7347,PCKCKJGC_02177,+
group_7348,PCKCKJGC_02669,-
group_7349,PCKCKJGC_03673,+
gntR_1,PCKCKJGC_01093,-
rpmG2_2,PCKCKJGC_03672,+
group_7351,PCKCKJGC_00830,+
yjcG,PCKCKJGC_03890,+
group_7353,PCKCKJGC_01096,-
murJ,PCKCKJGC_03013,-
dxr,PCKCKJGC_01235,-
group_7356,PCKCKJGC_02912,+
dhaK,PCKCKJGC_04624,+
gdh_2,PCKCKJGC_02761,-
group_7359,PCKCKJGC_05635,-
group_736,PCKCKJGC_01094,-
group_7360,PCKCKJGC_03971,-
group_7361,PCKCKJGC_02006,-
group_7362,PCKCKJGC_05287,+
group_7363,PCKCKJGC_03616,-
