"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","albidoflavus_J1074","albidoflavus_J1074_R2","albidoflavus_SM254","albidoflavus_UYFA156","albidoflavus_W68"
"group_987","","hypothetical protein","5","5","1","1","801","","","","215","215","215","albidoflavus_J1074_00103","albidoflavus_J1074_R2_00103","albidoflavus_SM254_00153","albidoflavus_UYFA156_00463","albidoflavus_W68_00396"
"fadA_3","","3-ketoacyl-CoA thiolase","5","5","1","1","255","","","","19727","31895","29453","albidoflavus_J1074_00562","albidoflavus_J1074_R2_00637","albidoflavus_SM254_00568","albidoflavus_UYFA156_00099","albidoflavus_W68_00079"
"group_991","","hypothetical protein","5","5","1","1","233","","","","2297","2309","2304","albidoflavus_J1074_00583","albidoflavus_J1074_R2_00658","albidoflavus_SM254_00589","albidoflavus_UYFA156_00074","albidoflavus_W68_00058"
"ppaT","","Pyridoxamine--pyruvate transaminase","5","5","1","1","410","","","","1115","1127","1119","albidoflavus_J1074_00419","albidoflavus_J1074_R2_00495","albidoflavus_SM254_00429","albidoflavus_UYFA156_00208","albidoflavus_W68_00178"
"ptsH","","Phosphocarrier protein HPr","5","5","1","1","1016","","","","278","278","278","albidoflavus_J1074_00028","albidoflavus_J1074_R2_00028","albidoflavus_SM254_00078","albidoflavus_UYFA156_00540","albidoflavus_W68_00472"
"group_994","","hypothetical protein","5","5","1","1","235","","","","1199","1199","1199","albidoflavus_J1074_00581","albidoflavus_J1074_R2_00656","albidoflavus_SM254_00587","albidoflavus_UYFA156_00076","albidoflavus_W68_00060"
"group_995","","hypothetical protein","5","5","1","1","776","","","","1364","1364","1364","albidoflavus_J1074_00141","albidoflavus_J1074_R2_00141","albidoflavus_SM254_00158","albidoflavus_UYFA156_00458","albidoflavus_W68_00391"
"ectA","","L-2,4-diaminobutyric acid acetyltransferase","5","5","1","1","411","","","","506","506","506","albidoflavus_J1074_00418","albidoflavus_J1074_R2_00494","albidoflavus_SM254_00428","albidoflavus_UYFA156_00209","albidoflavus_W68_00179"
"group_997","","hypothetical protein","5","5","1","1","242","","","","2828","2828","2828","albidoflavus_J1074_00574","albidoflavus_J1074_R2_00649","albidoflavus_SM254_00580","albidoflavus_UYFA156_00083","albidoflavus_W68_00067"
"group_998","","hypothetical protein","5","5","1","1","714","","","","1217","1217","1217","albidoflavus_J1074_00194","albidoflavus_J1074_R2_00194","albidoflavus_SM254_00207","albidoflavus_UYFA156_00442","albidoflavus_W68_00376"
"dppC","","Dipeptide transport system permease protein DppC","5","5","1","1","288","","","","860","869","867","albidoflavus_J1074_00530","albidoflavus_J1074_R2_00605","albidoflavus_SM254_00537","albidoflavus_UYFA156_00142","albidoflavus_W68_00114"
"tdh","","L-threonine 3-dehydrogenase","4","4","1","1","199","","","","17138","23327","21778","albidoflavus_J1074_00559","albidoflavus_J1074_R2_00634","albidoflavus_SM254_00565","","albidoflavus_W68_00082"
"group_123","","hypothetical protein","4","4","1","1","681","","","","620","686","666","albidoflavus_J1074_00226","albidoflavus_J1074_R2_00227","albidoflavus_SM254_00240","","albidoflavus_W68_00341"
"pikAI","","Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2","4","4","1","1","198","","","","6149","6149","6149","albidoflavus_J1074_00560","albidoflavus_J1074_R2_00635","albidoflavus_SM254_00566","","albidoflavus_W68_00081"
"group_133","","hypothetical protein","4","4","1","1","603","","","","389","512","481","albidoflavus_J1074_00262","albidoflavus_J1074_R2_00264","","albidoflavus_UYFA156_00278","albidoflavus_W68_00245"
"rutD","","putative protein","4","4","1","1","637","","","","1034","1412","1133","albidoflavus_J1074_00268","albidoflavus_J1074_R2_00270","","albidoflavus_UYFA156_00368","albidoflavus_W68_00308"
"pksL","","Polyketide synthase PksL","4","4","1","1","929","","","","2144","8924","5545","albidoflavus_J1074_00621","albidoflavus_J1074_R2_00696","albidoflavus_SM254_00629","albidoflavus_UYFA156_00032",""
"group_150","","hypothetical protein","4","4","1","1","327","","","","149","716","432","albidoflavus_J1074_00496","albidoflavus_J1074_R2_00571","","albidoflavus_UYFA156_00172","albidoflavus_W68_00144"
"group_182","","hypothetical protein","4","4","1","1","988","","","","1040","1040","1040","albidoflavus_J1074_00004","albidoflavus_J1074_R2_00004","","albidoflavus_UYFA156_00015","albidoflavus_W68_00004"
"lcdH_1","","L-carnitine dehydrogenase","4","4","1","1","989","","","","479","479","479","albidoflavus_J1074_00005","albidoflavus_J1074_R2_00005","","albidoflavus_UYFA156_00016","albidoflavus_W68_00005"
"lcdH_2","","L-carnitine dehydrogenase","4","4","1","1","990","","","","1016","1031","1023","albidoflavus_J1074_00006","albidoflavus_J1074_R2_00006","","albidoflavus_UYFA156_00017","albidoflavus_W68_00006"
"group_207","","hypothetical protein","4","4","1","1","832","","","","545","554","547","albidoflavus_J1074_00068","albidoflavus_J1074_R2_00068","albidoflavus_SM254_00119","","albidoflavus_W68_00430"
"abaF","","Fosfomycin resistance protein AbaF","4","4","1","1","2","","","","929","1334","1232","albidoflavus_J1074_00071","albidoflavus_J1074_R2_00071","albidoflavus_SM254_00122","","albidoflavus_W68_00427"
"benM","","HTH-type transcriptional regulator BenM","4","4","1","1","4","","","","251","905","741","albidoflavus_J1074_00073","albidoflavus_J1074_R2_00073","albidoflavus_SM254_00124","","albidoflavus_W68_00425"
"dltA_2","","D-alanine--D-alanyl carrier protein ligase","4","4","1","1","843","","","","9410","9410","9410","albidoflavus_J1074_00059","albidoflavus_J1074_R2_00059","albidoflavus_SM254_00110","","albidoflavus_W68_00439"
"idi","","Isopentenyl-diphosphate Delta-isomerase","4","4","1","1","805","","","","536","596","581","albidoflavus_J1074_00099","albidoflavus_J1074_R2_00099","albidoflavus_SM254_00149","albidoflavus_UYFA156_00467",""
"kgtP","","Alpha-ketoglutarate permease","4","4","1","1","696","","","","374","1364","1116","albidoflavus_J1074_00211","albidoflavus_J1074_R2_00212","albidoflavus_SM254_00225","","albidoflavus_W68_00357"
"group_246","","hypothetical protein","4","4","1","1","667","","","","260","272","263","albidoflavus_J1074_00238","albidoflavus_J1074_R2_00239","albidoflavus_SM254_00252","","albidoflavus_W68_00329"
"lgrD_3","","Linear gramicidin synthase subunit D","4","4","1","1","452","","","","4160","12797","10637","albidoflavus_J1074_00338","albidoflavus_J1074_R2_00414","albidoflavus_SM254_00348","","albidoflavus_W68_00219"
"ptsI","","Phosphoenolpyruvate-protein phosphotransferase","4","4","1","1","1017","","","","878","1670","1310","albidoflavus_J1074_00029","albidoflavus_J1074_R2_00029","","albidoflavus_UYFA156_00538","albidoflavus_W68_00470"
"mviN","","putative peptidoglycan biosynthesis protein MviN","4","4","1","1","711","","","","320","1670","1309","albidoflavus_J1074_00197","albidoflavus_J1074_R2_00197","albidoflavus_SM254_00210","albidoflavus_UYFA156_00434",""
"group_39","","hypothetical protein","4","4","1","1","663","","","","1172","2009","1760","albidoflavus_J1074_00241","albidoflavus_J1074_R2_00242","albidoflavus_SM254_00255","albidoflavus_UYFA156_00389",""
"mdtD_1","","Putative multidrug resistance protein MdtD","4","4","1","1","831","","","","2084","2084","2084","albidoflavus_J1074_00069","albidoflavus_J1074_R2_00069","albidoflavus_SM254_00120","","albidoflavus_W68_00429"
"group_429","","putative enoyl-CoA hydratase 1","4","4","1","1","1","","","","458","458","458","albidoflavus_J1074_00070","albidoflavus_J1074_R2_00070","albidoflavus_SM254_00121","","albidoflavus_W68_00428"
"thlA","","Acetyl-CoA acetyltransferase","4","4","1","1","3","","","","1238","1238","1238","albidoflavus_J1074_00072","albidoflavus_J1074_R2_00072","albidoflavus_SM254_00123","","albidoflavus_W68_00426"
"group_57","","hypothetical protein","4","4","1","1","700","","","","266","269","268","albidoflavus_J1074_00207","albidoflavus_J1074_R2_00207","albidoflavus_SM254_00220","","albidoflavus_W68_00361"
"group_576","","hypothetical protein","4","4","1","1","426","","","","275","275","275","albidoflavus_J1074_00404","albidoflavus_J1074_R2_00480","albidoflavus_SM254_00413","","albidoflavus_W68_00193"
"lnrL","","Linearmycin resistance ATP-binding protein LnrL","4","4","1","1","38","","","","941","947","944","albidoflavus_J1074_00243","albidoflavus_J1074_R2_00244","","albidoflavus_UYFA156_00387","albidoflavus_W68_00323"
"kce_1","","3-keto-5-aminohexanoate cleavage enzyme","4","4","1","1","991","","","","893","893","893","albidoflavus_J1074_00007","albidoflavus_J1074_R2_00007","","albidoflavus_UYFA156_00018","albidoflavus_W68_00007"
"group_135","","hypothetical protein","3","3","1","1","597","58","1","","149","632","433","albidoflavus_J1074_00286","albidoflavus_J1074_R2_00288","albidoflavus_SM254_00288","",""
"group_143","","hypothetical protein","3","3","1","1","360","76","1","","584","584","584","albidoflavus_J1074_00467","albidoflavus_J1074_R2_00543","albidoflavus_SM254_00476","",""
"group_148","","hypothetical protein","3","3","1","1","350","64","4","","152","338","219","albidoflavus_J1074_00478","","albidoflavus_SM254_00486","albidoflavus_UYFA156_00194",""
"pksN","","hypothetical protein","3","3","1","1","928","6","8","","6215","8897","7144","","","albidoflavus_SM254_00628","albidoflavus_UYFA156_00034","albidoflavus_W68_00020"
"group_165","lgrD_2","Linear gramicidin synthase subunit B","3","3","1","1","748","55","21","","11054","12458","11989","albidoflavus_J1074_00169","albidoflavus_J1074_R2_00169","albidoflavus_SM254_00184","",""
"group_167","","hypothetical protein","3","3","1","1","889","51","24","","947","1544","1327","","","albidoflavus_SM254_00056","albidoflavus_UYFA156_00565","albidoflavus_W68_00495"
"group_168","lgrB_3","Linear gramicidin synthase subunit B","3","3","1","1","905","51","8","","884","1820","1505","","","albidoflavus_SM254_00071","albidoflavus_UYFA156_00551","albidoflavus_W68_00480"
"nanT","","Fosfomycin resistance protein AbaF","3","3","1","1","860","2","8","","1424","1625","1492","","","albidoflavus_SM254_00093","albidoflavus_UYFA156_00526","albidoflavus_W68_00457"
"pld1","","Pyridoxal 4-dehydrogenase","3","3","1","1","1019","74","1","","425","956","602","albidoflavus_J1074_00031","albidoflavus_J1074_R2_00031","albidoflavus_SM254_00081","",""
"group_199","","hypothetical protein","3","3","1","1","852","80","1","","1490","1490","1490","albidoflavus_J1074_00052","albidoflavus_J1074_R2_00052","albidoflavus_SM254_00103","",""
"group_211","","hypothetical protein","3","3","1","1","5","71","1","","221","224","223","albidoflavus_J1074_00076","albidoflavus_J1074_R2_00076","","albidoflavus_UYFA156_00491",""
"group_227","","hypothetical protein","3","3","1","1","760","55","9","","1169","1205","1181","albidoflavus_J1074_00157","albidoflavus_J1074_R2_00157","albidoflavus_SM254_00172","",""
"dcd","","dCTP deaminase, dUMP-forming","3","3","1","1","500","53","38","","500","575","550","albidoflavus_J1074_00291","albidoflavus_J1074_R2_00367","albidoflavus_SM254_00296","",""
"group_265","","hypothetical protein","3","3","1","1","493","53","27","","686","686","686","albidoflavus_J1074_00300","albidoflavus_J1074_R2_00376","albidoflavus_SM254_00304","",""
"group_266","","hypothetical protein","3","3","1","1","492","53","26","","698","698","698","albidoflavus_J1074_00301","albidoflavus_J1074_R2_00377","albidoflavus_SM254_00305","",""
"group_286","","hypothetical protein","3","3","1","1","173","54","7","","437","476","463","albidoflavus_J1074_00361","albidoflavus_J1074_R2_00437","albidoflavus_SM254_00371","",""
"group_287","","hypothetical protein","3","3","1","1","157","54","23","","1007","1007","1007","albidoflavus_J1074_00377","albidoflavus_J1074_R2_00453","albidoflavus_SM254_00387","",""
"group_288","","hypothetical protein","3","3","1","1","179","54","5","","701","701","701","albidoflavus_J1074_00396","albidoflavus_J1074_R2_00472","albidoflavus_SM254_00405","",""
"group_289","","hypothetical protein","3","3","1","1","181","54","3","","719","719","719","albidoflavus_J1074_00398","albidoflavus_J1074_R2_00474","albidoflavus_SM254_00407","",""
"egtB","","Hercynine oxygenase","3","3","1","1","182","54","2","","656","752","688","albidoflavus_J1074_00399","albidoflavus_J1074_R2_00475","albidoflavus_SM254_00408","",""
"group_297","","hypothetical protein","3","3","1","1","405","52","1","","350","350","350","albidoflavus_J1074_00421","albidoflavus_J1074_R2_00497","albidoflavus_SM254_00431","",""
"upp","","Uracil phosphoribosyltransferase","3","3","1","1","388","52","43","","644","662","650","albidoflavus_J1074_00439","albidoflavus_J1074_R2_00515","albidoflavus_SM254_00448","",""
"group_299","","hypothetical protein","3","3","1","1","373","52","29","","338","461","420","albidoflavus_J1074_00454","albidoflavus_J1074_R2_00530","albidoflavus_SM254_00463","",""
"group_300","","hypothetical protein","3","3","1","1","365","52","21","","680","707","698","albidoflavus_J1074_00462","albidoflavus_J1074_R2_00538","albidoflavus_SM254_00471","",""
"mycG_2","","Mycinamicin IV hydroxylase/epoxidase","3","3","1","1","329","60","2","","905","1037","993","albidoflavus_J1074_00494","albidoflavus_J1074_R2_00569","albidoflavus_SM254_00502","",""
"group_319","","Putative HTH-type transcriptional regulator","3","3","1","1","318","59","9","","434","443","440","albidoflavus_J1074_00504","albidoflavus_J1074_R2_00579","albidoflavus_SM254_00511","",""
"group_320","","hypothetical protein","3","3","1","1","310","59","1","","758","758","758","albidoflavus_J1074_00512","albidoflavus_J1074_R2_00587","albidoflavus_SM254_00519","",""
"flhA","","S-(hydroxymethyl)mycothiol dehydrogenase","3","3","1","1","281","63","2","","659","857","725","albidoflavus_J1074_00537","albidoflavus_J1074_R2_00612","albidoflavus_SM254_00544","",""
"group_35","ptsI","Phosphoenolpyruvate-protein phosphotransferase","3","3","1","1","1015","29","1","","506","1670","989","","","albidoflavus_SM254_00079","albidoflavus_UYFA156_00539","albidoflavus_W68_00471"
"group_355","","hypothetical protein","3","3","1","1","216","73","1","","371","437","415","albidoflavus_J1074_00598","albidoflavus_J1074_R2_00673","albidoflavus_SM254_00605","",""
"group_377","","hypothetical protein","3","3","1","1","888","51","25","","977","977","977","","","albidoflavus_SM254_00055","albidoflavus_UYFA156_00566","albidoflavus_W68_00496"
"fpuA","","Petrobactin-binding protein FpuA","3","3","1","1","894","51","21","","974","974","974","","","albidoflavus_SM254_00062","albidoflavus_UYFA156_00561","albidoflavus_W68_00489"
"fpuD","","Petrobactin import ATP-binding protein FpuD","3","3","1","1","895","51","18","","863","863","863","","","albidoflavus_SM254_00063","albidoflavus_UYFA156_00560","albidoflavus_W68_00488"
"mmgC","","Acyl-CoA dehydrogenase","3","3","1","1","902","51","11","","1163","1163","1163","","","albidoflavus_SM254_00068","albidoflavus_UYFA156_00555","albidoflavus_W68_00483"
"group_384","","hypothetical protein","3","3","1","1","903","51","10","","1073","1073","1073","","","albidoflavus_SM254_00069","albidoflavus_UYFA156_00554","albidoflavus_W68_00482"
"rpmF","","50S ribosomal protein L32","3","3","1","1","854","2","2","","170","170","170","","","albidoflavus_SM254_00087","albidoflavus_UYFA156_00532","albidoflavus_W68_00463"
"tam","","Trans-aconitate 2-methyltransferase","3","3","1","1","855","2","3","","881","881","881","","","albidoflavus_SM254_00088","albidoflavus_UYFA156_00531","albidoflavus_W68_00462"
"group_388","","hypothetical protein","3","3","1","1","856","2","4","","602","602","602","","","albidoflavus_SM254_00089","albidoflavus_UYFA156_00530","albidoflavus_W68_00461"
"group_389","","hypothetical protein","3","3","1","1","857","2","5","","341","341","341","","","albidoflavus_SM254_00090","albidoflavus_UYFA156_00529","albidoflavus_W68_00460"
"group_390","","hypothetical protein","3","3","1","1","858","2","6","","962","962","962","","","albidoflavus_SM254_00091","albidoflavus_UYFA156_00528","albidoflavus_W68_00459"
"group_391","","hypothetical protein","3","3","1","1","859","2","7","","875","875","875","","","albidoflavus_SM254_00092","albidoflavus_UYFA156_00527","albidoflavus_W68_00458"
"group_393","","hypothetical protein","3","3","1","1","777","12","2","","377","377","377","","","albidoflavus_SM254_00157","albidoflavus_UYFA156_00459","albidoflavus_W68_00392"
"group_431","","hypothetical protein","3","3","1","1","804","66","2","","869","869","869","albidoflavus_J1074_00100","albidoflavus_J1074_R2_00100","albidoflavus_SM254_00150","",""
"group_432","","Long-chain-fatty-acid--CoA ligase FadD15","3","3","1","1","803","66","1","","1817","1817","1817","albidoflavus_J1074_00101","albidoflavus_J1074_R2_00101","albidoflavus_SM254_00151","",""
"kynA","","Tryptophan 2,3-dioxygenase","3","3","1","1","231","41","1","","848","848","848","","","albidoflavus_SM254_00591","albidoflavus_UYFA156_00072","albidoflavus_W68_00056"
"lptB","","Lipopolysaccharide export system ATP-binding protein LptB","3","3","1","1","767","55","2","","794","794","794","albidoflavus_J1074_00150","albidoflavus_J1074_R2_00150","albidoflavus_SM254_00165","",""
"livF_1","","High-affinity branched-chain amino acid transport ATP-binding protein LivF","3","3","1","1","766","55","3","","698","698","698","albidoflavus_J1074_00151","albidoflavus_J1074_R2_00151","albidoflavus_SM254_00166","",""
"glpR","","Glycerol-3-phosphate regulon repressor","3","3","1","1","765","55","4","","761","761","761","albidoflavus_J1074_00152","albidoflavus_J1074_R2_00152","albidoflavus_SM254_00167","",""
"group_473","","hypothetical protein","3","3","1","1","764","55","5","","1367","1367","1367","albidoflavus_J1074_00153","albidoflavus_J1074_R2_00153","albidoflavus_SM254_00168","",""
